Cruise,Year,Month,Day,Station,Latitude,Longitude,BottomDepth,Niskin,Pressure,SampleNo,DOC,a254,a280,a300,a350,a375,a400,a440,S300_650,CDOM_r2,S275_295,S350_400,SlopeRatio,Salinity,Oxygen__mol_L_,Temperature,Alkalinity__M_,d18O_o__,NO3__mol__,NO2__mol_l_,PO4__mol_l_,Si__mol_l_,NH3__mol_l_,FDOM1,FDOM2,FDOM3,FDOM3_1,FDOM3_2,FDOM3_3,FDOM4_1,FDOM4_2,FDOM4_3,FDOM4_4,Fmw,Fsim,Fpw,Faw,Fpfw
2,2012,9,3,1.01,65.6715,-25.0363333333333,81,11,6,1,71.6714301136724,1.58904742156863,0.895614121568628,0.502031421568627,0.144605821568628,0.0616978215686274,0.0112621215686274,-0.0403250784313726,24.1229558610378,0.974002612963042,29.5180823164617,24.3955006671095+25.7656588145583i,0.571964170432235+-0.60408818292373i,34.858726419608,250.656931046802,11.3861,2296.44617195996,0.22,0.0394328385946499,-0.00590357135917017,0.0189036295515083,1.65027603639105,8.34229425635763,0.029549046,0.022840064,0.05322907,0.031860565,0.037036691,0.050737673,0.031378703,0.032851192,0.04222882,0.02281611,0.00424112911215335,-0.0034544280136616,0,0.999213298901508,0
2,2012,9,3,NaN,65.6715,-25.0363333333333,NaN,12,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.858726419608,250.656931046802,11.3861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.01,65.6583333333333,-25.034,81,1,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.964373706048,247.719274740979,11.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,2,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.964373706048,247.719274740979,11.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,3,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.964373706048,247.719274740979,11.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,4,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.964373706048,247.719274740979,11.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,5,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.964373706048,247.719274740979,11.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,6,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.964373706048,247.719274740979,11.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.01,65.6583333333333,-25.034,81,7,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.847310504296,245.034833869239,11.4039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,8,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.847310504296,245.138442300822,11.4007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,9,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.847310504296,245.138442300822,11.4007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,10,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.847310504296,245.034833869239,11.4039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,11,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.847310504296,245.138442300822,11.4007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.6583333333333,-25.034,NaN,12,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.847310504296,245.138442300822,11.4007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,1,182,13,61.5289940807406,1.00612651176471,0.493248411764706,0.322365811764706,0.122235111764706,0.0773266117647059,0.0644298117647059,0.0259697117647058,17.6021733930018,0.99115300813346,23.4743727264685,15.9121503374375,1.47524829948589,35.1915904766,239.776705966417,6.8234,2303.61975952634,0.35,14.2566406942618,0.057644487405372,1.08238267941588,6.76563387420553,7.28331926931498,0.02485078,0.015227041,0.02301978,0.023075113,0.02765033,0.02096721,0.021979514,0.026910903,0.016878958,0.011011008,-0.0169909585741099,-0.00588143381158874,0.152753374540709,0.856275743277238,0.0138432745677518
2,2012,9,3,NaN,65.9143333333333,-25.8333333333333,NaN,2,183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.191790755816,238.791086102179,6.8309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,3,101,12,53.8422699517625,1.06593226078431,0.535090760784314,0.346705360784314,0.130453660784314,0.0800179607843137,0.0493880607843137,0.0210611607843137,20.4195392445826,0.991077310179149,24.4886390642524,17.6396755454698,1.38827037952756,35.204308206816,244.983029653448,7.1025,2297.12819689468,0.37,13.669910680228,0.0707346982827025,1.02710623337843,5.89738519885624,7.14782772208464,0.027356669,0.01442411,0.029338861,0.02272456,0.03180578,0.026738005,0.021739283,0.029920715,0.022110109,0.012856664,-0.0159452778694248,-0.00516235972682569,0.130168609864114,0.879142497463201,0.0117965302689353
2,2012,9,3,NaN,65.9143333333333,-25.8333333333333,NaN,4,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.204808904856,245.554662379421,7.1091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,5,50,11,53.0940703854252,1.24725061176471,0.697294211764706,0.474363811764706,0.240379011764706,0.163458811764706,0.135822811764706,0.0846962117647059,13.2971742711145,0.993240225791282,20.3396057455024,10.7344089694155,1.89480443715663,35.207312395056,246.120489460522,7.506,2313.50227343986,0.32,13.7682612452002,0.0421611667262491,0.97678488272653,4.7555884752639,7.29467802171815,0.022342913,0.015745255,0.02708269,0.022885082,0.025652439,0.025065386,0.022137178,0.024199845,0.020726507,0.011941,-0.00821014831123714,-0.00840626735922621,0.0755578910878449,0.934211090702783,0.00684743387983594
2,2012,9,3,NaN,65.9143333333333,-25.8333333333333,NaN,6,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.205509882112,246.210253662022,7.4779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,7,36,10,68.8747661194896,1.42042718039216,0.845598380392157,0.568317180392157,0.286890580392157,0.201679580392157,0.157922580392157,0.106795980392157,13.0319533461155,0.995736569177923,21.4442308313323,10.9148102534352,1.96469112457388,35.197698992688,242.873794212219,8.3917,2333.39329784118,0.32,6.96944647003884,0.14413381029293,0.5231535687964,3.29220790951941,7.08298599033801,0.021444132,0.016569222,0.029285686,0.023417927,0.02499563,0.027378316,0.022745777,0.023254702,0.023216279,0.011812389,-0.00115856397554351,-0.00832573171331811,0,1.00948429568886,0
2,2012,9,3,NaN,65.9143333333333,-25.8333333333333,NaN,8,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.213821469576,250.158092175777,8.5628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,9,26,9,64.9672302066838,1.68838800392157,1.03756020392157,0.674607403921569,0.325012003921569,0.250855403921569,0.188674403921569,0.118663203921569,13.2222439298793,0.995553543916574,22.5606767718644,11.1264213008746,2.02766695254394,35.126900289832,253.344498035012,9.8165,2325.24460635207,0.29,2.68271408484617,0.0386595258635248,0.17263144793459,1.34659099238035,8.34060668813755,0.022607755,0.01814188,0.035588812,0.02507694,0.027580651,0.033040522,0.024608243,0.024717624,0.028993796,0.012738197,0.000450778786329921,-0.00785218347815242,0,1.00740140469182,0
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,10,10,8,66.5776950068862,1.91113777647059,1.21424997647059,0.796485776470588,0.404515176470588,0.287522776470588,0.240080976470588,0.148882176470588,12.586467465038,0.99699302904747,22.4124434729265,10.8738398537326,2.06113422437735,35.126299452184,253.935780635941,9.8127,2307.32570224391,0.32,2.65999093735326,0.0143156457627197,0.190157048770198,1.6521728787762,8.45838532939264,0.021978917,0.018414526,0.04251968,0.02510075,0.02816303,0.039772217,0.025127949,0.023593934,0.03656597,0.0124028,-0.00113414594558369,-0.00604264591207519,0,1.00717679185766,0
2,2012,9,3,1.02,65.9143333333333,-25.8333333333333,204,11,4,7,65.6957971532456,1.99791120392157,1.29365380392157,0.890168203921569,0.475167603921569,0.337448203921569,0.273885403921569,0.188674403921569,11.500453309546,0.997391482357299,19.729695338571,10.4610989173143,1.8860060013309,35.124296660024,252.0239371204,9.8169,2330.73093544541,0.29,2.80044084181094,0.0351932357972847,0.216993109381492,1.52542281016763,9.06689518853952,0.025222189,0.022042502,0.033134201,0.030092068,0.029041416,0.030626543,0.029448738,0.026816147,0.027448927,0.011063536,0.000451669205374739,-0.00776892929746193,0,1.00731726009209,0
2,2012,9,3,NaN,65.9143333333333,-25.8333333333333,NaN,12,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.127801546304,252.803233297606,9.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,1.02,65.9125,-25.834,204,1,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,2,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,3,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,6,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,7,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,9,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,10,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,3,NaN,65.9125,-25.834,NaN,12,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.130805734544,254.283226152197,9.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,1,200,22,56.0170381919943,1.32941352352941,0.774851123529412,0.417195223529412,0.132314123529412,0.0899389235294118,0.0563151235294116,0.0284488235294117,22.7050276607877,0.995900490334344,29.4352100293539,19.1359048696879,1.53821887335887,34.489912243344,291.478653090389,0.803,2182.61922331692,NaN,10.2986496303493,0.0914774184293893,0.84027685212733,5.66590649371892,7.74854640177785,0.03469996,0.021275143,0.024547426,0.032247687,0.037488844,0.021549817,0.030871054,0.036238483,0.019943687,0.007857276,NaN,NaN,0.127696401784944,NaN,0.0115724864117606
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,2,175,21,55.9703844538358,1.31028056078431,0.761015060784314,0.394377460784314,0.100744960784314,0.0595212607843138,0.0291216607843136,0.00355836078431377,26.8136596669305,0.99361835124981,30.562164165648,33.9756936877932+2.34332808598193i,0.895271476994525+-0.0617475191499485i,34.45656575388,292.639335476956,0.6792,2263.12281711742,0.02,11.3784141488577,0.0648424375128323,0.910280304486944,5.75062280375881,7.85102821492035,0.035891817,0.021853075,0.023349222,0.033369069,0.03807396,0.02032823,0.031635262,0.037518552,0.018590256,0.007977653,0.00199909472917174,-0.00211362952263026,0.138793239346683,0.848743158130982,0.0125781373157932
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,3,142,20,62.336250392612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.968986002528,310.862361557699,-1.3712,2240.09831269474,0.01,5.07650630926239,0.0383263508492338,0.503065193592766,3.75942501771809,4.80520843571765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00905230223315716,0.0126758934298246,0.070634456691075,0.901236100008315,0.00640124763762867
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,4,100,19,68.1127449424641,2.37586511372549,1.47976781372549,0.84137621372549,0.25295971372549,0.14633081372549,0.0848407137254901,0.0304899137254902,23.3421646746086,0.998699243531594,26.590845632632,24.4740359450867,1.0864920560015,33.348621130968,321.764469453376,-1.6278,2201.62553264228,-1.12,6.64053894022893,0.0565946365262931,0.834470594732254,7.03891816037772,7.30836975440039,0.064863999,0.041546515,0.035161966,0.062852837,0.067028167,0.030613653,0.059483156,0.06698181,0.029614597,0.009631597,0.0441006261731382,-0.0341222674467724,0.337245751904276,0.622212993103033,0.030562896266325
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,5,61,18,77.1880274818755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.454374431528,348.290460878885,-1.323,2171.96703467788,-1.86,0.0525993023792665,0.00387967506361241,0.407997875388157,3.27218345661856,4.25066452156922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0888598803567591,-0.0498613254262131,0.279855571486168,0.655783962417352,0.0253619111659339
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,6,39,17,81.1486114811691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.825597832896,366.391568417292,0.3085,2184.41878308443,-2.07,0.164829803026163,-0.0134986303449376,0.434388248671655,2.79464907149826,4.98853076462283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0979514627008832,-0.0422162812391447,0.303647215613556,0.613099574009727,0.0275180289149785
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,7,29,16,72.9494537688539,2.67367010784314,1.56454530784314,0.904275207843137,0.277398607843137,0.149582107843137,0.0719710078431372,0.0134748078431372,21.2656210877289,0.997411630042923,26.8692183355112,29.3716867692116,0.91479997545379,31.3862853726,340.906573776349,2.4952,2136.64142992659,-2.19,0.0440963509702919,-0.0241660969253695,0.468385678462815,2.05740103868497,6.32167092126309,0.05850101,0.031249198,0.03764638,0.049978584,0.062581313,0.032796317,0.047064799,0.06106328,0.031100305,0.011220887,0.0999048020971434,-0.0351839929535466,0.352288482631925,0.55106456448596,0.0319261437385182
2,2012,9,4,1.1,67.9846666666667,-28.7458333333333,224,8,20,15,76.3193155671302,2.86461590196078,1.71772190196078,1.02866430196078,0.409157301960784,0.269134901960784,0.200044901960784,0.120821701960784,17.4556604961767,0.995323732169784,25.4209884079188,13.8694163514936,1.83288090599293,31.094778973712,310.226420150054,4.3374,2116.62988706291,-2.27,0.0515288242407048,-0.0247724870447281,0.409264794687573,1.63127991807275,6.55234918850834,0.050650737,0.029172644,0.041158417,0.045040712,0.056051948,0.036199389,0.043052656,0.052845755,0.035536402,0.009800788,0.110840947053637,-0.030849665787596,0.281435161569898,0.613068495646789,0.025505061517272
