wbic,elevation,area,elevation_ned,depth_ned,longitude,latitude,perimeter
19326,514.7642,1468.94,514.6842,-0.08,-88.94685,46.32374,139.936
19330,478.2807,2424.19,478.179,-0.1017,-89.64127,46.30334,180.079
19331,491.9076,2127.95,492.1065,0.1989,-89.86816,46.2958,209.376
19332,477.5859,2991.69,477.7452,0.1593,-88.43757,46.33526,217.805
19340,478.2318,19661.21,478.4255,0.1937,-88.38777,46.33545,831.421
19346,513.5168,10943.05,514.2096,0.6928,-88.94347,46.32271,606.195
19349,497.8969,14642.46,498.8854,0.9885,-89.26819,46.31345,525.745
19350,493.0241,18189.67,493.491,0.4669,-89.11807,46.31773,730.542
19352,523.6705,283.33,524.8374,1.1669,-89.1305,46.31789,76.286
19354,493.8218,19292.21,494.0401,0.2183,-88.87422,46.3234,836.76
19361,502.7323,7183.74,502.0669,-0.6654,-88.92625,46.3223,426.555
19362,494.5758,7669.71,496.4543,1.8785,-89.12083,46.31721,516.825
19366,489.2344,4178.7,489.3168,0.0824,-89.8257,46.29531,312.816
19367,498.8104,2085.5,498.4965,-0.3139,-89.21662,46.31439,236.508
19369,499.1737,7258.94,498.9118,-0.2619,-89.26647,46.31275,314.677
19372,507.6009,5040.79,514.2096,6.6087,-88.94817,46.32113,263.693
19379,499.2835,1848.49,499.5285,0.245,-88.91625,46.32128,207.723
19380,513.9153,845.73,513.6473,-0.268,-88.93982,46.32077,103.925
19381,498.3038,1497.35,498.2021,-0.1017,-89.28859,46.31117,151.693
19384,513.7171,1434.51,513.3521,-0.365,-88.93908,46.3205,174.211
19385,486.7846,2941.61,489.8626,3.078,-89.25878,46.3117,223.173
19387,499.5318,5096.54,499.2847,-0.2471,-88.91285,46.32095,309.707
19388,498.2718,815.68,499.541,1.2692,-89.21957,46.31286,118.004
19389,500.7107,626.74,502.6357,1.925,-89.87742,46.29224,96.586
19390,494.6846,702.79,494.8776,0.193,-89.40653,46.30726,113.027
19393,490.2957,823.24,490.4962,0.2005,-89.8259,46.29346,112.04
19394,502.8851,4381.8,509.8174,6.9323,-88.98086,46.31841,250.842
19395,489.2007,22518.55,489.5421,0.3414,-89.80047,46.29351,735.781
19397,519.2286,531.08,518.3268,-0.9018,-88.95984,46.31908,81.787
19398,474.4659,2051.54,474.4453,-0.0206,-88.77227,46.32351,194.713
19399,491.6339,2771.04,492.3539,0.72,-89.82743,46.29276,197.678
19401,495.6063,5084.23,495.4539,-0.1524,-89.55236,46.3015,353.702
19402,486.5604,2401.7,489.8626,3.3022,-89.25743,46.31028,196.732
19403,474.8344,2600.11,474.8885,0.0541,-89.05801,46.31579,227.188
19404,514.9848,2393.11,514.988,0.0032,-88.97152,46.31805,245.507
19405,486.6135,5353.74,487.1587,0.5452,-89.46746,46.30386,300.087
19416,485.3338,1340.79,484.3148,-1.019,-89.06469,46.31503,169.952
19421,501.4557,1231.88,501.2493,-0.2064,-89.69097,46.29617,142.937
19422,498.2144,25271.5,498.0582,-0.1562,-89.28186,46.30738,1130.638
19427,494.8806,1250.42,494.9144,0.0338,-89.40497,46.30483,147.249
19428,517.2837,7112.64,518.5069,1.2232,-89.26727,46.30849,344.382
19430,483.0151,8450.15,485.3205,2.3054,-89.08003,46.31327,453.605
19432,493.9044,1422.28,497.74,3.8356,-88.87056,46.31926,153.723
19436,501.4221,2499.87,501.6712,0.2491,-89.8449,46.2901,203.227
19440,469.4092,2903.2,469.7066,0.2974,-88.6617,46.32368,201.562
19441,483.3505,2295.13,483.5668,0.2163,-89.77108,46.29234,184.653
19442,494.6042,2470.99,494.6145,0.0103,-89.34992,46.30543,190.328
19444,523.0698,1140.23,524.6652,1.5954,-89.12248,46.31177,159.681
19445,493.6819,656.9,495.2971,1.6152,-88.90344,46.31766,91.637
19446,522.6837,1096.9,522.6837,0,-89.1185,46.31183,122.812
19449,498.6588,9791.78,498.5993,-0.0595,-89.68928,46.29418,389.245
19451,494.6818,29510.07,497.3743,2.6925,-88.90975,46.31573,1698.311
19452,512.7672,7095.1,514.6609,1.8937,-88.9428,46.31578,357.939
19456,495.9428,1747.51,496.3959,0.4531,-89.69123,46.29411,164.448
19457,497.2396,1188.65,497.3073,0.0677,-89.69035,46.29418,134.341
19465,476.5908,2107.69,476.6119,0.0211,-89.05626,46.31249,189.717
19467,497.0003,2021.37,497.2979,0.2976,-89.40395,46.30267,228.717
19468,514.3513,1553.16,513.7126,-0.6387,-88.97818,46.31452,140.589
19469,487.1202,417.85,488.1522,1.032,-89.0301,46.31314,77.213
19471,492.2116,2578.52,494.0384,1.8268,-89.70561,46.29297,212.18
19473,492.4859,5127.32,492.2456,-0.2403,-89.29311,46.30557,355.431
19475,499.4626,4373.02,499.5873,0.1247,-89.6898,46.29297,330.31
19482,485.8386,1243.62,491.0408,5.2022,-89.59752,46.29573,197.397
19483,486.5719,318.66,488.1522,1.5803,-89.02804,46.3123,67.377
19487,482.27,540.25,484.452,2.182,-89.07274,46.31081,96.953
19490,484.6167,8400.69,484.976,0.3593,-89.18524,46.30708,407.192
19491,470.5919,1093.46,470.4119,-0.18,-88.72562,46.31917,140.236
19492,518.6381,7574.04,518.8077,0.1696,-88.93359,46.31358,357.477
19493,497.041,341.33,497.041,0,-89.33011,46.30299,105.654
19494,486.7998,4929.58,488.1522,1.3524,-89.02678,46.31128,266.623
19495,497.3601,65185.26,499.883,2.5229,-89.3647,46.30047,1236.451
19499,468.8449,1253.49,469.4702,0.6253,-88.11683,46.33129,152.149
19500,471.1812,6349.01,471.0069,-0.1743,-88.75254,46.31716,371.611
19503,468.3858,26049.35,469.7935,1.4077,-88.12761,46.32984,663.805
19506,497.5155,2078.66,497.6428,0.1273,-89.35285,46.30077,179.367
19507,504.3546,4863.38,504.4496,0.095,-88.98121,46.31077,357.073
19508,483.0658,8151.9,484.3669,1.3011,-89.7803,46.28708,352.229
19509,494.587,3563.4,494.8794,0.2924,-88.90728,46.31285,246.032
19511,484.8637,476.35,484.7305,-0.1332,-89.04061,46.30913,81.569
19515,469.6589,9489.43,469.706,0.0471,-88.74144,46.31603,508.795
19517,468.3454,2037.49,468.1705,-0.1749,-88.73573,46.31656,201.497
19518,484.5778,1034.09,484.4822,-0.0956,-88.84615,46.31375,139.489
19519,498.347,3712.57,498.5105,0.1635,-89.35477,46.29978,257.582
19520,498.0837,1605.33,498.0907,0.007,-89.33086,46.30048,156.18
19523,478.5065,1623.01,479.0367,0.5302,-88.37977,46.32403,223.792
19524,488.2944,1969.79,488.2304,-0.064,-89.06005,46.30777,181.062
19525,486.3651,15742.06,486.6806,0.3155,-89.18815,46.30359,538.532
19527,469.0765,10739.91,469.0738,-0.0027,-88.72878,46.3154,707.466
19528,503.7214,264.92,504.9103,1.1889,-89.23093,46.30288,72.204
19529,468.7915,1340.98,468.7974,0.0059,-88.13699,46.32852,146.98
19533,469.5875,2534.3,469.5875,0,-88.13587,46.32835,195.213
19534,482.2884,73050.54,484.7572,2.4688,-89.16087,46.30268,1499.96
19536,468.7949,2203.54,468.7668,-0.0281,-88.13828,46.32826,215.181
19539,468.1987,540.97,468.2029,0.0042,-88.73641,46.31544,100.345
19542,484.2708,5367.73,484.2374,-0.0334,-88.84659,46.31245,300.917
19543,483.4458,4639.38,484.3669,0.9211,-89.78317,46.28519,280.065
19548,496.5259,1297.45,496.5259,0,-89.13328,46.30486,183.453
19550,481.9285,1634.83,482.0641,0.1356,-89.64913,46.28973,177.118
19551,504.6548,1931.94,504.732,0.0772,-89.36655,46.29834,177.045
19561,504.1073,1248.55,503.5142,-0.5931,-88.98264,46.30872,134.361
19565,483.9961,3054.63,483.9077,-0.0884,-88.84781,46.31186,232.483
19567,488.6198,1186.1,488.9578,0.338,-89.18973,46.30272,168.379
19569,504.1008,1024.09,503.7557,-0.3451,-88.98154,46.30847,130.153
19573,475.5461,890.78,475.7974,0.2513,-88.7722,46.31372,116.844
19577,484.2758,10062.95,484.467,0.1912,-89.02447,46.30679,459.149
19579,514.7004,5145.6,513.3939,-1.3065,-88.91858,46.30954,319.026
19586,502.4358,15534.45,502.3281,-0.1077,-89.57148,46.29014,1075.833
19588,504.0285,6753.32,504.0275,-0.001,-89.20768,46.30157,298.278
19591,484.4645,978.66,484.4645,0,-89.0412,46.30626,145.532
19596,503.6957,1690.81,503.4673,-0.2284,-88.98323,46.30766,193.544
19599,482.0202,1537.48,484.6838,2.6636,-89.07568,46.30505,175.658
19600,482.0086,3765.21,482.1783,0.1697,-89.65189,46.2877,298.818
19602,462.0318,2917.62,462.3032,0.2714,-88.17698,46.32531,265.081
19605,503.4799,345.78,502.6994,-0.7805,-88.98357,46.30735,84.783
19607,493.3407,2561.54,491.4778,-1.8629,-89.07274,46.30465,248.679
19608,497.4727,8668.3,499.3935,1.9208,-89.39085,46.29472,617.542
19609,520.6584,648.54,520.8163,0.1579,-89.71969,46.28544,97.975
19611,482.8026,2331.97,484.6838,1.8812,-89.07461,46.30448,186.523
19616,503.5028,4989.91,503.5386,0.0358,-89.209,46.30046,285.652
19618,498.3738,16785.52,497.776,-0.5978,-88.98645,46.30621,687.358
19619,489.7777,16336.13,490.0822,0.3045,-89.01649,46.30508,1141.167
19621,489.3752,4182.03,490.1419,0.7667,-89.64214,46.28745,276.887
19623,498.7586,24885.82,498.6096,-0.149,-88.9842,46.30542,1048.562
19624,490.3695,1448.42,490.1989,-0.1706,-89.01853,46.30565,153.553
19625,499.7665,5949.42,499.8474,0.0809,-89.22376,46.29988,314.012
19626,499.1919,333.29,499.2692,0.0773,-89.5619,46.28989,68.637
19627,497.0474,675.23,495.6859,-1.3615,-89.01974,46.30552,111.307
19629,499.5038,6680.59,501.1111,1.6073,-88.912,46.30796,375.439
19630,489.603,842.36,489.5569,-0.0461,-89.01647,46.30537,124.972
19631,497.8919,1383.18,500.0808,2.1889,-89.26199,46.29852,140.033
19635,483.8608,14652.31,483.5981,-0.2627,-89.02592,46.3045,513.441
19638,493.2725,19377.42,493.2319,-0.0406,-89.13099,46.30084,1010.593
19639,486.6301,23152.71,486.5961,-0.034,-89.63013,46.28634,788.009
19642,486.2484,8642.88,486.5762,0.3278,-89.17882,46.30004,360.266
19643,499.2327,6490.46,500.0339,0.8012,-89.75765,46.28243,632.811
19644,480.7559,699.07,480.7559,0,-89.03372,46.30438,117.945
19645,477.1593,10576.57,478.0937,0.9344,-89.08005,46.30246,629.501
19647,473.3445,8114.34,473.3449,0.0004,-88.14504,46.32406,355.984
19648,487.5565,10337.34,487.4422,-0.1143,-89.18261,46.29955,605.462
19649,499.7301,5647.37,499.6333,-0.0968,-89.22246,46.29863,305.611
19650,490.323,3880.76,488.8313,-1.4917,-89.1209,46.30133,268.605
19652,485.8996,930.56,485.9078,0.0082,-89.65202,46.28574,125.213
19654,479.8896,2251.32,479.6708,-0.2188,-89.03198,46.30354,280.617
19656,484.9545,2804.81,485.1412,0.1867,-89.18087,46.29932,222.3
19657,492.0425,1025.77,492.6025,0.56,-89.01052,46.30409,138.93
19660,499.696,4311.31,499.2492,-0.4468,-88.89685,46.30684,287.536
19661,468.33,2908.91,468.7068,0.3768,-88.13929,46.32318,320.083
19662,489.1297,4531.85,488.8309,-0.2988,-89.17782,46.29912,280.593
19663,489.1661,4342.77,488.0716,-1.0945,-89.11977,46.3008,249.46
19664,474.8242,14440.38,474.9731,0.1489,-88.4263,46.31702,538.454
19665,498.7344,10028.28,498.9514,0.217,-89.22113,46.29755,409.878
19667,497.9805,1007.63,497.7962,-0.1843,-89.2018,46.29824,129.329
19670,508.1371,5917.39,508.202,0.0649,-89.30707,46.2948,325.279
19671,485.9275,4113.93,486.1479,0.2204,-89.66022,46.284,333.364
19672,495.7919,9151.13,495.9851,0.1932,-89.61752,46.2853,377.463
19673,493.0258,5730.68,493.7218,0.696,-89.12055,46.29994,665.988
19674,487.1441,61329.51,487.2809,0.1368,-89.1847,46.29729,1075.235
19675,495.4668,30290.1,495.9138,0.447,-89.74282,46.28023,946.394
19677,497.0868,725.72,497.3859,0.2991,-88.89494,46.30616,97.78
19678,478.5632,3139.27,479.0068,0.4436,-89.07602,46.30117,233.405
19679,481.5782,570.13,482.4016,0.8234,-88.77924,46.30904,85.734
19680,509.6428,3321.01,509.4668,-0.176,-89.26445,46.29607,249.556
19681,494.7486,300.18,494.7486,0,-89.00942,46.30293,70.982
19683,503.5814,7966.15,503.8773,0.2959,-89.3911,46.2915,410.299
19685,459.2222,155289.38,462.5034,3.2812,-88.16431,46.32015,2251.733
19686,484.8055,1058.95,484.8021,-0.0034,-89.16061,46.29861,192.341
19688,477.0591,4824.17,477.5468,0.4877,-88.64618,46.31124,278.112
19689,507.5063,8115.37,508.5771,1.0708,-89.6897,46.2817,449.049
19690,499.7498,3159.32,499.7926,0.0428,-89.20469,46.29699,273.216
19691,472.5648,30372.22,472.5539,-0.0109,-88.32882,46.31549,1779.502
19692,502.9355,1133.57,502.1013,-0.8342,-89.12289,46.29885,133.366
19693,509.1259,4420.71,509.233,0.1071,-89.30822,46.29345,265.366
19695,506.9011,14106.38,507.555,0.6539,-89.46429,46.28859,483.92
19697,493.5343,10159.03,493.8745,0.3402,-89.25802,46.29445,419.776
19699,479.6109,595.79,479.6109,0,-88.77072,46.30785,94.869
19703,494.439,10442.17,494.4911,0.0521,-89.28116,46.29294,600.106
19705,473.4014,431.59,474.439,1.0376,-88.76449,46.30763,75.9
19707,498.1858,2323.57,501.0979,2.9121,-89.64058,46.28276,184.511
19708,491.862,976.54,493.961,2.099,-89.23959,46.29492,118.455
19709,477.7336,2091.33,477.7943,0.0607,-88.64581,46.31014,218.49
19710,492.5658,747.19,493.688,1.1222,-88.99188,46.30174,106.39
19713,525.4305,998.91,527.1671,1.7366,-89.69768,46.28082,125.539
19714,488.6917,11075.37,489.2085,0.5168,-89.13076,46.29685,686.013
19715,520.6956,1583.94,520.6143,-0.0813,-89.72072,46.2799,145.926
19716,491.8503,1150.7,493.688,1.8377,-88.99369,46.30145,157.413
19718,479.4812,3997.85,479.7071,0.2259,-88.84665,46.30493,234.963
19721,512.0884,1648.23,513.2965,1.2081,-89.38377,46.29017,162.973
19723,483.996,1059.81,484.7082,0.7122,-88.77282,46.30676,132.967
19724,493.6564,1750.11,493.8503,0.1939,-88.99603,46.30099,199.692
19725,472.9143,1670.06,472.9607,0.0464,-88.46334,46.31368,162.084
19726,475.6343,835.32,477.1014,1.4671,-88.76745,46.30686,103.829
19729,500.5054,24995.11,500.6254,0.12,-89.67278,46.28055,1038.82
19730,473.8325,10187.22,474.9261,1.0936,-88.32028,46.3157,549.214
19732,499.976,659.25,499.976,0,-89.20217,46.29518,106.607
19734,513.2349,746.87,512.7476,-0.4873,-88.91013,46.30299,100.527
19735,481.7838,1827.53,481.3395,-0.4443,-88.34748,46.31595,184.283
19737,503.8997,1778.29,503.8997,0,-89.29491,46.29232,162.138
19738,479.3185,5124.18,479.2919,-0.0266,-88.84254,46.30377,439.717
19741,504.4714,4924.22,504.4436,-0.0278,-89.75519,46.27788,298.805
19743,494.2861,2019.87,494.5201,0.234,-88.9974,46.30035,215.504
19744,516.618,3308.86,516.7988,0.1808,-89.7163,46.2789,237.5
19749,499.0563,4954.98,499.3243,0.268,-89.21837,46.29386,267.859
19751,492.1227,937.05,493.6734,1.5507,-89.12379,46.29653,127.95
19752,493.3858,2867.28,493.1623,-0.2235,-89.2567,46.29259,290.285
19754,487.3674,14214.08,487.5447,0.1773,-89.14239,46.29527,511.621
19756,477.1857,1421.5,479.7434,2.5577,-89.0893,46.29725,151.958
19757,476.5795,712.99,478.8415,2.262,-89.09077,46.29726,140.697
19758,457.9236,7115.31,457.9325,0.0089,-88.16883,46.31757,585.285
19761,501.1803,4195.81,501.0615,-0.1188,-89.75446,46.27692,262.311
19762,485.0013,2023.38,484.9687,-0.0326,-88.77296,46.30512,253.116
19764,488.0854,1680.71,488.0854,0,-89.13064,46.29578,160.229
19770,498.5117,957.91,497.3898,-1.1219,-89.75365,46.27664,128.316
19772,486.9672,3710.42,486.976,0.0088,-89.14383,46.29471,248.71
19773,510.4102,1525.75,510.9145,0.5043,-89.66372,46.27909,171.815
19774,484.6838,2044.63,484.7647,0.0809,-89.12964,46.29497,202.137
19775,479.4447,1195.46,479.2603,-0.1844,-88.3479,46.31378,140.122
19776,493.8622,2763.63,494.2709,0.4087,-89.01608,46.29793,260.99
19777,484.1714,1117.9,484.3485,0.1771,-89.16171,46.29398,151.892
19779,498.4124,1874.76,498.189,-0.2234,-89.26588,46.29107,165.032
19780,499.4231,2255.04,498.5434,-0.8797,-89.26162,46.29095,193.926
19781,507.4733,2542.94,509.1964,1.7231,-89.64344,46.27934,246.116
19782,505.1305,1863.61,505.6432,0.5127,-89.73905,46.27599,250.038
19785,478.2838,7931.46,478.7537,0.4699,-89.08232,46.29546,527.455
19786,487.1927,24869.84,487.2686,0.0759,-89.14329,46.29341,826.183
19787,513.3737,715.44,513.3212,-0.0525,-89.65573,46.27891,106.256
19788,505.2967,899.4,504.957,-0.3397,-89.74058,46.27601,136.065
19791,507.6625,2243.07,507.8625,0.2,-88.95371,46.29902,189.359
19792,495.3631,4189.49,495.9819,0.6188,-89.6263,46.27951,338.297
19794,498.2729,4424.52,498.1216,-0.1513,-89.55973,46.28141,461.662
19795,468.273,11026.53,468.0368,-0.2362,-88.13174,46.31685,542.36
19796,478.6395,3755.66,478.2688,-0.3707,-89.0807,46.29542,336.401
19800,475.0849,5621.08,476.4272,1.3423,-89.07676,46.29512,302.825
19801,471.9822,6469.82,474.3992,2.417,-88.20034,46.3153,297.151
19802,507.6762,40340.57,508.6378,0.9616,-89.73384,46.27441,1004.305
19803,518.241,1984.52,518.2002,-0.0408,-89.46931,46.28382,179.64
19805,456.7336,2432.8,456.9262,0.1926,-88.17054,46.31586,187.945
19806,511.0694,1971.85,511.6088,0.5394,-89.65867,46.27773,179.451
19807,468.8381,12307.47,469.0084,0.1703,-88.218,46.31419,512.29
19810,461.1075,927.02,461.079,-0.0285,-88.61342,46.30648,117.6
19811,510.5912,7704.37,510.7431,0.1519,-89.73135,46.27518,427.534
19812,501.2879,1864.93,501.2879,0,-89.63744,46.27834,224.08
19813,456.7888,8140.87,469.3461,12.5573,-88.19164,46.31493,359.519
19814,510.7185,467.38,511.6088,0.8903,-89.65702,46.27775,81.539
19815,488.296,803.83,488.3341,0.0381,-89.59945,46.27951,114.519
19816,483.2036,6285.28,482.8769,-0.3267,-89.12717,46.29327,415.512
19817,446.6202,16023.36,446.6347,0.0145,-88.18299,46.31437,647.657
19821,482.0922,691.51,480.9744,-1.1178,-89.1259,46.29332,105.503
19823,501.4687,3537.62,501.4997,0.031,-89.63798,46.27753,342.172
19825,486.876,905.81,487.0861,0.2101,-89.14468,46.29255,120.949
19826,479.5995,941.19,479.0575,-0.542,-89.12552,46.29295,137.068
19827,481.8568,5502.04,482.1571,0.3003,-88.78103,46.30127,394.193
19829,479.4522,3060.83,479.3515,-0.1007,-88.76248,46.30214,209.835
19830,489.2004,1902,490.0457,0.8453,-89.08847,46.29385,183.48
19831,507.4271,4078.12,508.8107,1.3836,-89.58979,46.27849,341.897
19833,487.4738,583.42,488.0973,0.6235,-89.14481,46.29218,97.449
19834,483.5156,16072.38,483.4379,-0.0777,-88.70634,46.3028,568.06
19837,476.7841,1810.61,477.6941,0.91,-89.07503,46.2938,161.877
19840,493.5512,385.76,493.3599,-0.1913,-89.19621,46.29028,72.729
19850,496.6665,2351.06,497.9656,1.2991,-89.58452,46.27777,289.565
19855,478.2289,2353.96,478.0381,-0.1908,-88.34535,46.31022,191.895
19856,493.0945,5069.09,493.0906,-0.0039,-89.19456,46.28939,298.37
19859,516.8234,10959.84,516.704,-0.1194,-89.71665,46.2732,490.564
19860,514.2773,11554.03,514.6113,0.334,-89.35124,46.28417,778.556
19862,473.5216,1661.89,473.4951,-0.0265,-88.44385,46.30773,172.777
19865,485.0963,2046.22,486.0835,0.9872,-89.03854,46.29338,196.949
19866,488.3445,603.83,488.4969,0.1524,-89.60085,46.27705,107.417
19871,469.3324,2007.2,470.3733,1.0409,-88.14252,46.31351,177.455
19872,510.9362,6603.97,510.7843,-0.1519,-89.70102,46.27336,351.42
19873,481.8878,1482.39,483.7265,1.8387,-89.11941,46.29093,149.386
19874,489.8009,1768.36,489.8009,0,-89.26805,46.28652,161.841
19875,473.6241,1129.55,473.4583,-0.1658,-88.32352,46.30962,170.944
19877,515.9853,1836.99,517.7671,1.7818,-89.10853,46.29076,168.454
19878,505.7827,9410.86,506.0821,0.2994,-89.62105,46.27546,411.048
19879,474.6927,920.87,474.6188,-0.0739,-88.32075,46.3096,139.826
19881,473.5622,5955.76,473.5475,-0.0147,-88.44431,46.30646,333.799
19883,474.9201,20998.2,474.953,0.0329,-88.82301,46.29724,787.034
19884,483.5792,7453.01,484.0752,0.496,-89.0468,46.29145,583.874
19885,483.2201,1996.8,483.8785,0.6584,-89.0343,46.29261,167.21
19887,493.5466,2224.41,493.6191,0.0725,-89.60761,46.27555,214.584
19889,474.4705,3122.38,474.963,0.4925,-88.32226,46.30909,256.462
19891,493.5436,3657.89,493.777,0.2334,-89.27755,46.2855,401.751
19892,496.5053,5736.91,496.4402,-0.0651,-89.61014,46.27516,408.589
19893,513.6514,5605.81,513.598,-0.0534,-89.67181,46.27288,318.422
19894,467.1216,10002.81,467.2531,0.1315,-88.21549,46.31029,406.408
19896,492.5902,3048.92,492.8069,0.2167,-89.60583,46.27476,348.686
19897,497.4943,687.36,495.4686,-2.0257,-89.19298,46.28754,100.881
19899,499.0764,353.08,498.4776,-0.5988,-89.00124,46.29268,84.284
19901,511.0685,4003.88,511.2618,0.1933,-89.50767,46.27776,302.872
19903,507.697,17556.07,507.907,0.21,-89.62728,46.27377,505.382
19904,488.3613,1804.2,488.814,0.4527,-89.10178,46.28965,186.524
19905,489.2319,1101.21,489.2319,0,-89.00759,46.29218,165.774
19908,485.4431,8063.91,484.8064,-0.6367,-89.00933,46.29173,387.179
19909,481.3162,2034.91,481.5328,0.2166,-88.26032,46.30903,194.049
19912,513.0922,2965.77,514.6902,1.598,-88.96213,46.29289,197.832
19913,500.5952,22555.43,500.7995,0.2043,-89.54823,46.27532,684.805
19914,497.6031,431.35,497.9794,0.3763,-89.00105,46.29188,84.593
19915,484.8828,1628.22,484.7741,-0.1087,-89.01065,46.29156,155.446
19916,505.0914,16898.38,504.9565,-0.1349,-89.70707,46.27057,885.954
19917,484.9162,2842.89,484.6278,-0.2884,-89.01153,46.29146,197.093
19920,513.5886,4521.2,514.6346,1.046,-89.67086,46.27171,246.188
19921,507.4051,491.66,508.533,1.1279,-89.58725,46.27457,85.751
19922,484.1747,1033.19,483.1439,-1.0308,-89.01329,46.29121,135.066
19923,484.8103,1420.41,484.598,-0.2123,-89.01226,46.29118,150.526
19925,520.0549,700.38,519.9866,-0.0683,-89.65815,46.27217,104.924
19931,517.73,2437.28,518.6215,0.8915,-89.73047,46.26945,249.95
19933,518.1291,9734.65,517.8647,-0.2644,-89.4984,46.27648,439.237
19937,526.8034,1247.11,526.6844,-0.119,-89.68087,46.27084,142.669
19939,475.9087,23174.12,475.9496,0.0409,-88.82926,46.29443,756.82
19940,487.4927,877.11,488.0499,0.5572,-88.26928,46.30762,124.632
19947,447.2884,2320.68,446.679,-0.6094,-88.17286,46.30902,176.123
19950,478.1756,7543.3,477.9507,-0.2249,-88.7767,46.29498,553.979
19951,443.3992,7773.77,444.8923,1.4931,-88.17522,46.30841,434.614
19954,516.0332,5207.03,514.2804,-1.7528,-89.72212,46.26859,300.867
19955,514.1769,16982.88,513.9416,-0.2353,-89.72602,46.2677,786.715
19956,484.5707,1163.62,484.4312,-0.1395,-89.00991,46.28976,132.184
19957,522.5602,2094.15,523.1012,0.541,-89.39171,46.27893,189.969
19959,479.902,8494.94,479.9109,0.0089,-88.85478,46.29303,504.187
19961,479.8997,794.22,479.6845,-0.2152,-89.07001,46.28809,125.368
19962,483.416,523.75,484.4312,1.0152,-89.00911,46.28967,108.407
19964,447.8099,45594.27,448.051,0.2411,-88.17212,46.30774,980.063
19965,502.3772,3002.79,502.8359,0.4587,-89.36022,46.27943,242.651
19967,482.3657,729.49,484.4312,2.0655,-89.00861,46.28934,113.997
19968,526.0307,2466.19,529.717,3.6863,-89.64564,46.27053,197.449
19969,479.2179,1976.03,479.3094,0.0915,-88.84485,46.29331,199.933
19971,478.8997,6860.72,478.8059,-0.0938,-88.83628,46.29333,468.759
19973,505.4002,992.64,505.3466,-0.0536,-89.62326,46.27106,159.408
19974,483.1642,639.74,484.4312,1.267,-89.00797,46.28899,104.115
19975,507.3008,4547.21,507.3087,0.0079,-89.62416,46.2706,301.48
19976,504.8766,1097.44,504.7355,-0.1411,-89.73839,46.26718,124.379
19977,479.3444,2035.92,479.5843,0.2399,-88.8429,46.29246,290.048
19978,488.9561,1001.05,488.9182,-0.0379,-89.09974,46.28618,137.75
19979,507.6874,1374.57,506.4599,-1.2275,-89.35518,46.279,146.722
19980,512.2188,1920.45,511.9015,-0.3173,-89.72452,46.26728,193.478
19983,504.4481,1667.08,504.3974,-0.0507,-89.41661,46.27693,178.061
19984,463.5123,3338.36,463.5175,0.0052,-88.60953,46.2978,358.93
19987,508.4904,7351.65,508.4344,-0.056,-88.99075,46.28847,339.709
19988,472.8147,1593.87,472.7004,-0.1143,-88.33933,46.30378,169.591
19989,499.2679,3097.3,498.8859,-0.382,-89.60313,46.27075,240.991
19990,462.7071,2898.09,462.2682,-0.4389,-88.64108,46.29708,260.84
19992,507.7603,829.14,508.2515,0.4912,-89.7321,46.26664,114.404
19993,508.6805,7308.48,508.6771,-0.0034,-89.62552,46.26956,538.527
19998,492.9087,3189.15,494.2886,1.3799,-89.27773,46.27985,247.625
20001,489.1134,3145.59,488.9886,-0.1248,-89.06026,46.2859,213.493
20004,484.9077,9660.44,484.976,0.0683,-89.17433,46.2822,371.754
20007,494.577,2297.99,494.9074,0.3304,-89.02699,46.28632,227.045
20008,514.1095,8070.38,513.8428,-0.2667,-89.62942,46.26862,376.261
20010,498.8914,4684.65,498.9014,0.01,-89.60487,46.26928,384.678
20012,474.5694,23805.09,474.6463,0.0769,-88.3481,46.30103,1138.858
20018,494.3059,9355.38,494.8283,0.5224,-89.02885,46.28477,642.565
20019,502.003,17961.38,501.7835,-0.2195,-89.60803,46.26791,694.687
20023,501.6636,553.93,501.8484,0.1848,-89.52868,46.2708,95.458
20024,507.6075,6615.87,507.8821,0.2746,-89.55704,46.26945,371.534
20025,473.7683,432.37,473.7356,-0.0327,-88.77646,46.29157,85.983
20027,473.7314,9536.82,473.8615,0.1301,-88.77672,46.29073,431.173
20028,477.6158,1563.55,479.6845,2.0687,-89.06828,46.28359,220.311
20029,504.9152,1245.13,504.5686,-0.3466,-88.95852,46.28655,158.56
20030,527.188,1058.97,527.2331,0.0451,-89.65029,46.26639,139.921
20033,508.3239,1474.08,508.3083,-0.0156,-89.73519,46.26346,143.187
20035,507.5217,5508.74,507.5192,-0.0025,-89.37845,46.2744,285.549
20036,458.5186,1008.71,458.2803,-0.2383,-88.67344,46.29327,152.894
20037,518.6207,3323.48,519.4809,0.8602,-89.38552,46.27411,240.661
20046,479.5814,11704.38,479.6282,0.0468,-88.8432,46.28781,455.839
20048,474.5911,1804.88,474.5952,0.0041,-88.81769,46.28861,206.411
20049,508.0784,880.77,508.0173,-0.0611,-89.35993,46.27404,117.411
20051,460.5017,15791.97,460.3731,-0.1286,-88.54268,46.29447,585.603
20052,528.7125,17556.12,528.8347,0.1222,-89.11025,46.28022,542.749
20053,508.3796,4218.96,508.1943,-0.1853,-89.35864,46.27373,278.492
20055,459.7508,1961.48,459.998,0.2472,-88.64455,46.29253,175.272
20057,503.1834,307.97,502.886,-0.2974,-89.52692,46.26867,73.014
