wbic,elevation,area,elevation_ned,depth_ned,longitude,latitude,perimeter
492,347.6147,27757.12,348.0107,0.396,-90.0326,46.62868,928.208
600,346.1471,69426.83,349.2006,3.0535,-90.18887,46.58527,1129.715
661,395.0152,28474699.92,395.016,0.0008,-89.55533,46.46629,33936.361
694,421.867,9401.36,421.7332,-0.1338,-89.89028,46.57526,392.315
948,357.6834,1364.99,358.9564,1.273,-90.21959,46.50707,137.722
1121,463.0847,912115.13,463.7381,0.6534,-89.94422,46.48096,5729.238
1578,472.2556,1905088.14,473.0269,0.7713,-90.00779,46.37715,10393.687
1594,461.9942,16485.51,465.6996,3.7054,-88.79267,46.41876,716.535
1606,477.0289,101954.28,478.3484,1.3195,-88.84275,46.41661,1234.19
1627,462.5258,33671.61,462.6208,0.095,-88.98648,46.41167,1828.436
1643,462.277,116308.59,463.9239,1.6469,-88.69248,46.41586,1573.448
1646,462.0855,210044.99,465.0024,2.9169,-88.68593,46.41436,2059.782
1650,457.1452,114482.48,458.0161,0.8709,-88.7748,46.41234,1721.333
1657,467.6225,11414.99,470.0764,2.4539,-88.79845,46.40976,403.565
1659,462.2577,37185.09,463.9406,1.6829,-88.69296,46.41148,727.288
1662,458.1208,41077.86,458.178,0.0572,-88.77651,46.40837,930.119
1674,467.1869,74086.84,469.9512,2.7643,-88.80631,46.40431,1369.335
1686,501.3064,992567.06,505.2991,3.9927,-88.35997,46.40375,8890.841
1693,467.2458,345981.12,467.6393,0.3935,-89.49364,46.38044,2848.833
1695,463.7849,11089.73,463.7684,-0.0165,-88.47996,46.40974,534.774
1696,467.189,8558.93,467.2598,0.0708,-88.766,46.4024,362.71
1699,496.2237,323088.68,496.2154,-0.0083,-88.32502,46.40325,6155.349
1702,493.4844,22896.9,493.8401,0.3557,-88.8688,46.39731,593.272
1703,462.4131,94784.35,462.8179,0.4048,-88.73272,46.39703,2254.715
1706,473.972,52199.03,474.0005,0.0285,-88.76159,46.39808,1579.783
1716,473.8813,15651.86,474.2361,0.3548,-88.823,46.39672,879.48
1725,467.0952,728374.79,467.6781,0.5829,-88.69496,46.39328,3638.352
1726,472.6269,72587.75,473.0453,0.4184,-88.75182,46.39925,2261.101
1727,473.8126,5981.53,473.9142,0.1016,-88.74789,46.39636,451.655
1730,488.5058,10576.97,490.0897,1.5839,-88.87591,46.39194,485.8
1740,472.1127,669520.38,474.7838,2.6711,-88.72467,46.38627,5752.386
1746,487.1919,486725.83,489.8409,2.649,-88.87777,46.38462,3625.319
1747,472.2949,110660.65,474.4174,2.1225,-88.90138,46.38565,1402.203
1748,499.5122,45112.88,501.4017,1.8895,-88.95399,46.38394,1195.4
1757,474.6097,25935.54,474.7517,0.142,-89.62859,46.36305,676.386
1759,473.7467,252663.93,474.7429,0.9962,-89.64549,46.35828,3784.265
1760,473.8051,681862.11,474.1811,0.376,-89.74554,46.35439,3598.601
1768,473.7285,361442.49,473.8148,0.0863,-89.66985,46.35613,3540.604
1770,482.2135,68570.35,482.5134,0.2999,-88.73808,46.383,1162.697
1771,482.2657,279299.94,482.5216,0.2559,-88.93348,46.37698,2974.68
1773,461.6752,57329.42,463.2461,1.5709,-88.59122,46.3866,1036.217
1774,479.8947,105900.36,481.0067,1.112,-89.78169,46.35152,1875.286
1775,486.523,19963.53,486.9717,0.4487,-88.9715,46.37691,558.611
1776,491.073,181692.17,491.1505,0.0775,-88.41265,46.38831,1751.72
1781,482.764,150041.34,484.6091,1.8451,-88.81803,46.37761,3158.719
1787,490.9569,106909.19,490.5783,-0.3786,-88.95593,46.37329,1886.75
1796,482.2823,31461.86,482.8176,0.5353,-88.92893,46.37185,772.712
1797,461.3416,449842.76,462.2524,0.9108,-88.53184,46.37818,2567.613
1798,491.2551,199011.99,492.6598,1.4047,-88.40259,46.38026,2747.208
1799,488.4875,42809.81,489.6506,1.1631,-88.95435,46.37021,890.245
1806,476.7384,106751.76,477.4719,0.7335,-89.77388,46.34501,1356.474
1808,493.6877,45807.66,493.4844,-0.2033,-88.95087,46.36948,855.832
1811,485.2278,24602.32,485.2077,-0.0201,-88.88548,46.37044,937.395
1812,484.4105,45393.62,485.0952,0.6847,-88.88006,46.36996,916.871
1813,478.2235,19602.78,478.1569,-0.0666,-88.73614,46.37346,536.895
1819,465.4654,4197414.8,468.6347,3.1693,-88.66204,46.36203,11542.966
1820,491.4061,643712.61,491.8519,0.4458,-88.30606,46.37449,8310.259
1822,492.7206,27727.82,493.8342,1.1136,-88.90314,46.36595,719.493
1825,467.1182,132368.29,468.9004,1.7822,-88.68803,46.36983,1373.497
1837,492.2604,142033.8,495.2223,2.9619,-88.80739,46.36432,3076.691
1838,507.2113,64378.89,507.2083,-0.003,-88.98221,46.36167,1227.999
1839,473.5752,49292.38,473.3668,-0.2084,-88.73855,46.36834,1144.647
1840,493.4655,29484.36,493.8352,0.3697,-88.87878,46.36424,713.859
1842,487.0359,33451.39,488.766,1.7301,-88.95824,46.36153,996.123
1845,487.1377,148765.11,490.0006,2.8629,-88.88936,46.36165,1896.392
1849,493.6187,29173.31,494.8318,1.2131,-88.91779,46.36068,746.855
1850,487.1082,81370.98,488.9078,1.7996,-88.88201,46.35991,1490.063
1851,492.0554,315816.29,494.8324,2.777,-88.91607,46.3561,2781.254
1854,495.3626,2001295.5,495.6368,0.2742,-89.91167,46.31985,12173.24
1856,473.7465,174380.92,476.7442,2.9977,-89.69641,46.33519,2102.635
1857,493.0245,17592.32,495.0227,1.9982,-88.94818,46.35819,518.041
1859,493.8578,27067.2,494.5634,0.7056,-88.81208,46.36018,865.628
1869,493.1495,45304.46,495.0227,1.8732,-88.94887,46.35621,1144.644
1870,486.6207,970527.86,486.9272,0.3065,-88.88653,46.35027,7841.953
1874,492.1767,139928.1,494.1979,2.0212,-88.94347,46.353,2097.563
1882,486.3138,50012.32,488.0287,1.7149,-88.40989,46.36703,1024.806
1883,479.9625,189981.97,480.6369,0.6744,-89.78837,46.32789,2552.356
1884,493.2975,18639.78,494.1772,0.8797,-88.9053,46.35549,580.882
1907,471.3404,23740.97,470.9121,-0.4283,-89.696,46.33169,748.2
1909,497.1374,41558.27,499.9218,2.7844,-89.36014,46.34105,918.506
1912,498.824,33824.98,498.8544,0.0304,-88.96006,46.35271,688.211
1913,480.2312,13628.38,481.932,1.7008,-89.71207,46.33087,773.296
1917,477.2724,74654.13,478.6226,1.3502,-88.73391,46.35653,1111.757
1918,492.0405,109388.51,492.5586,0.5181,-88.81187,46.35397,1586.087
1920,477.0753,260397.25,479.1678,2.0925,-88.72131,46.35463,2135.786
1921,497.2013,318249.24,498.2768,1.0755,-89.37252,46.33741,2251.958
1922,482.1146,105083.18,484.6913,2.5767,-88.82891,46.35255,2312.272
1923,452.7176,1340557.13,453.2179,0.5003,-88.59181,46.35197,6894.692
1924,498.6835,26569.75,499.3207,0.6372,-88.98016,46.34932,758.946
1925,476.778,16884.86,477.7585,0.9805,-89.77799,46.32516,605.978
1932,476.813,9998.57,480.5571,3.7441,-89.71034,46.32717,670.88
1933,473.7799,102139.5,474.886,1.1061,-89.61258,46.32862,1425.521
1934,472.0834,1049049.47,474.4211,2.3377,-88.76366,46.34487,8469.573
1935,479.2499,57787.26,479.2482,-0.0017,-89.78294,46.32359,1163.95
1936,487.2192,486945.53,487.7405,0.5213,-88.87521,46.3444,4433.428
1939,491.1784,1055989.25,491.1285,-0.0499,-88.93677,46.34289,5644.464
1943,497.094,222795.94,499.2809,2.1869,-88.96469,46.34519,2152.527
1944,497.3582,1288819.64,498.7454,1.3872,-89.36354,46.32784,11035.977
1946,470.6297,265313.88,471.1199,0.4902,-89.58901,46.32704,2129.158
1947,497.2288,33036.26,499.2808,2.052,-88.95876,46.34595,962.42
1948,480.2701,21493.42,481.1416,0.8715,-89.78105,46.32163,646.068
1949,476.1345,22509.37,477.8413,1.7068,-88.31845,46.36076,852.482
1953,482.8781,75260.27,484.0648,1.1867,-89.79279,46.31981,1438.24
1961,473.749,278519.46,474.5532,0.8042,-89.73832,46.31941,2145.706
1962,482.0941,229941,482.2179,0.1238,-88.83051,46.34467,3050.717
1963,487.2159,249372.53,495.1733,7.9574,-89.2747,46.33291,2942.808
1982,477.1593,15538.93,477.8168,0.6575,-89.7697,46.31809,549.7
1985,512.2654,89328.64,514.6125,2.3471,-89.93571,46.30989,1795.282
1989,477.1624,58723.34,483.6277,6.4653,-89.11998,46.33321,1539.66
1990,476.7737,287386.4,477.2433,0.4696,-89.78198,46.31373,2795.324
1993,493.8805,113394.47,495.8509,1.9704,-89.90883,46.31001,1922.195
1996,482.0352,47212.18,482.0948,0.0596,-88.81631,46.34192,1213.089
1997,482.1979,45826.96,484.4917,2.2938,-88.78521,46.34132,1074.595
1999,476.8683,48375.04,477.7926,0.9243,-89.81077,46.30957,1401.184
2003,492.0051,95673.72,492.2324,0.2273,-89.39216,46.324,1222.815
2004,482.2068,104927.56,482.1387,-0.0681,-89.23708,46.32658,1859.677
2006,476.8511,55719.62,481.4229,4.5718,-89.75057,46.3117,1099.203
2007,512.8129,31458.66,513.0778,0.2649,-88.98249,46.33447,1075.887
2008,497.6225,12975.15,497.5517,-0.0708,-89.29457,46.32592,506.067
2009,483.1151,3870.41,483.359,0.2439,-89.71948,46.31227,249.319
2011,489.2125,20558.31,487.4869,-1.7256,-89.04259,46.33077,873.388
2012,487.2177,24994.9,487.8208,0.6031,-89.31965,46.32336,617.359
2015,497.061,279528.2,498.2067,1.1457,-89.30279,46.32115,2267.183
2018,483.328,12727.72,483.503,0.175,-89.7742,46.30858,433.218
2019,482.6919,45340.16,483.4928,0.8009,-88.7929,46.33601,781.56
2020,477.0446,47405.88,476.9265,-0.1181,-89.74986,46.30819,1169.068
2021,476.843,118751.08,478.6896,1.8466,-89.75631,46.30764,1805.94
2022,475.1097,24290.26,475.1126,0.0029,-89.64574,46.30982,1061.321
2023,467.3914,66797.48,468.708,1.3166,-88.69487,46.33466,1499.381
2026,497.1174,80638.02,497.2532,0.1358,-89.28098,46.31953,2156.847
2027,523.8743,28633.14,525.7338,1.8595,-88.98188,46.32955,797.4
2028,452.6643,1088298.62,452.8893,0.225,-88.5784,46.33003,8073.225
2035,487.0625,40216.05,489.8626,2.8001,-89.25958,46.31982,766.276
2036,501.2355,133045.68,501.2212,-0.0143,-88.93669,46.32639,2140
2037,467.1024,3814.26,468.9081,1.8057,-88.68317,46.33477,294.804
2038,507.3956,93620.93,508.1842,0.7886,-88.951,46.32595,1619.153
2042,502.4061,51109.03,503.513,1.1069,-88.94216,46.32682,1047.576
2043,501.4696,119002.93,501.3829,-0.0867,-88.93067,46.32511,2465.005
2044,478.2954,16144.63,478.2056,-0.0898,-88.32735,46.34076,717.313
2047,506.4821,52841.83,507.1218,0.6397,-89.87985,46.29746,1533.399
2048,507.27,14598.97,507.342,0.072,-89.88331,46.29778,507.246
2049,477.094,99549.97,477.1852,0.0912,-89.10931,46.32057,1195.918
2050,512.1431,20105.59,512.5922,0.4491,-88.95841,46.32532,562.982
2051,518.7271,27085.3,519.4652,0.7381,-88.97153,46.32405,1710.892
2053,497.0887,44041.42,499.3935,2.3048,-89.38618,46.31201,972.53
2054,497.1677,75076.53,498.1918,1.0241,-89.28839,46.31523,1533.623
2056,486.4353,10966.99,486.9009,0.4656,-89.58382,46.30604,416.788
2057,481.1833,41022.54,482.8012,1.6179,-88.35225,46.33735,1489.005
2058,487.3371,1874065.87,489.964,2.6269,-89.25019,46.30622,10593.593
2059,483.4589,35589.9,483.4961,0.0372,-89.61228,46.30456,1273.109
2063,479.8457,209998.01,479.9471,0.1014,-89.76163,46.2961,2711.809
2067,502.6055,23904.42,504.1491,1.5436,-89.30426,46.31303,616.442
2068,468.5945,48179.5,469.0216,0.4271,-88.6662,46.32913,951.881
2069,474.7188,24729.06,474.8503,0.1315,-88.80616,46.32539,902.665
2073,502.867,8605.39,505.9417,3.0747,-89.27978,46.31291,372.827
2074,489.1629,32625.99,489.8049,0.642,-89.07715,46.3174,775.615
2075,501.2378,61279.99,501.4485,0.2107,-88.92985,46.32115,1065.138
2076,482.36,133353.87,484.3507,1.9907,-89.07458,46.31517,2132.89
2079,466.1548,151890.26,468.9081,2.7533,-88.65372,46.32571,2834.904
2080,508.9835,27036.25,514.2096,5.2261,-88.94619,46.32048,780.33
2081,508.1639,41100.84,508.1201,-0.0438,-88.93425,46.3207,969.976
2082,501.7067,24017.56,501.9951,0.2884,-88.92166,46.32096,632.548
2084,478.8876,5832.66,479.1028,0.2152,-88.69137,46.32657,304.15
2089,478.488,17787.15,479.0814,0.5934,-88.69995,46.32513,493.973
2091,507.1277,31586.86,509.8174,2.6897,-88.98327,46.31691,812.818
2092,498.1487,27432.99,497.9824,-0.1663,-88.9117,46.31849,1181.919
2093,472.0989,348475.88,474.9758,2.8769,-89.1055,46.31027,2641.592
2095,471.233,299071.33,472.0061,0.7731,-88.32673,46.32654,3419.392
2097,482.0157,46533.99,482.2542,0.2385,-88.19048,46.33416,1632.437
2098,482.8273,31198.49,482.87,0.0427,-89.77774,46.2924,681.957
2106,482.0419,809366.31,483.4696,1.4277,-89.17476,46.30486,4316.407
2108,468.7083,24234.91,469.7161,1.0078,-88.67285,46.32139,675.694
2109,492.1814,1565506.54,492.2472,0.0658,-89.28373,46.29578,15400.361
2124,492.7281,27398.35,492.7161,-0.012,-89.80338,46.28661,732.928
2125,508.132,4745.22,508.8815,0.7495,-89.82024,46.28673,261.557
2126,508.0589,6999.73,508.8815,0.8226,-89.82184,46.28619,326.965
2128,473.7054,8343.15,473.6745,-0.0309,-88.66306,46.31888,386.675
2129,504.7197,35331.3,504.7822,0.0625,-89.67757,46.29,1274.452
2155,513.4924,15237.02,513.5454,0.053,-89.68167,46.28448,618.235
2156,496.2094,712409.64,496.1156,-0.0938,-88.93879,46.30038,12306.494
2159,483.05,19417.97,483.4107,0.3607,-89.02453,46.30292,580.538
2160,502.0097,5951.03,501.7004,-0.3093,-89.12291,46.3003,302.86
2161,497.1318,103720.03,497.3515,0.2197,-89.26987,46.29485,1318.808
2168,492.7639,24689.41,493.3768,0.6129,-89.26221,46.29337,642.68
2169,474.264,6185.03,474.3821,0.1181,-89.08938,46.29833,382.707
2171,501.2164,322852.83,501.5942,0.3778,-89.68375,46.27764,4357.481
2183,495.025,1268476.21,496.7995,1.7745,-89.57555,46.27716,6663.097
2185,494.6999,1597.89,494.6313,-0.0686,-88.9988,46.29932,205.969
2191,507.37,31849.74,509.874,2.504,-89.31159,46.28908,724.464
2192,516.361,103665.81,516.4698,0.1088,-89.71817,46.27522,1951.444
2193,494.0153,13770.92,493.9785,-0.0368,-89.19035,46.29221,589.982
2194,471.3046,25401,473.6409,2.3363,-88.43985,46.31067,858.179
2212,507.0463,1948369.9,508.6609,1.6146,-89.47972,46.275,8864.302
2213,510.3097,61494.49,511.1657,0.856,-89.66606,46.27521,1400.334
2216,510.8034,17134.71,511.6088,0.8054,-89.65838,46.27556,507.023
2220,477.1759,37568.1,478.3358,1.1599,-88.77525,46.30018,1494.961
2222,507.2519,12077.6,509.3937,2.1418,-89.69424,46.27433,542.634
2223,510.6008,21032.4,511.6088,1.008,-89.66163,46.2746,619.491
2224,513.4623,112329.98,514.5828,1.1205,-89.72422,46.271,2377.934
2225,507.391,73294.53,509.3944,2.0034,-89.69864,46.27198,1766.09
2227,519.5256,210930.64,519.4924,-0.0332,-89.65186,46.27072,3904.794
2229,508.4515,15151.44,508.6346,0.1831,-89.58641,46.27588,499.843
2232,514.1545,43511.8,514.9648,0.8103,-89.71819,46.27077,1032.827
2234,505.3818,26942.49,505.5603,0.1785,-89.71003,46.27019,1086.95
2239,512.2173,62394.77,512.2917,0.0744,-89.4952,46.27522,1044.152
2250,472.2725,22002.58,473.3405,1.068,-88.45766,46.301,633.316
2255,504.7303,32765.19,504.6934,-0.0369,-89.71012,46.26644,879.79
2257,501.8057,123442.43,501.8961,0.0904,-89.57051,46.26918,1649.498
2258,472.4911,35584.87,473.8065,1.3154,-88.33466,46.30193,762.541
2267,528.5911,38387.8,528.7485,0.1574,-89.10717,46.28208,768.609
2271,485.5052,96252.07,487.0792,1.574,-88.25429,46.30074,1252.403
2274,504.4648,150685.94,505.9196,1.4548,-89.61109,46.2642,1930.313
2280,516.4287,59070.05,516.4094,-0.0193,-89.50262,46.2677,1034.506
2283,522.4919,27042.86,523.3792,0.8873,-89.68504,46.26209,679.266
2285,507.2238,445554.69,507.5032,0.2794,-89.37658,46.26816,4459.929
2286,510.8313,8694.46,511.5869,0.7556,-89.66342,46.2624,352.672
2290,510.9653,10691.82,511.5869,0.6216,-89.66742,46.26207,396.111
2294,522.4468,104580.13,523.4532,1.0064,-89.68872,46.25965,1480.101
2298,516.7974,14386.27,517.9759,1.1785,-89.62009,46.26277,554.235
2299,516.446,53106.94,516.8696,0.4236,-89.65342,46.261,1479.321
2300,510.4082,397027.27,511.7156,1.3074,-89.66789,46.25786,5511.545
2305,507.2587,77217.49,509.1608,1.9021,-89.44123,46.26657,1112.362
2307,436.8748,25294,438.2707,1.3959,-88.17849,46.29725,635.412
2314,497.7119,146324.41,497.3652,-0.3467,-88.99634,46.27475,2451.008
2315,437.189,56608.26,437.911,0.722,-88.16485,46.29595,1261.127
2316,517.3569,195124.74,518.1913,0.8344,-89.62568,46.25672,4928.072
2320,443.3886,40896.4,444.4265,1.0379,-88.1332,46.29595,1180.417
2332,510.8606,75381.77,511.8337,0.9731,-89.614,46.25597,1772.98
2333,510.2594,46810.04,511.4785,1.2191,-89.6646,46.25492,960.792
2336,516.188,79558.22,516.3942,0.2062,-89.64215,46.25534,1575.22
2338,513.918,32952.88,514.3954,0.4774,-89.57116,46.25788,819.62
2343,510.3109,66323.2,510.4248,0.1139,-89.60641,46.25557,987.833
2345,446.7049,42395.6,449.3437,2.6388,-88.19213,46.29169,780.098
2347,507.2521,60442.68,507.3891,0.137,-89.52124,46.25733,1059.902
2348,513.0928,714482.5,514.9374,1.8446,-89.41157,46.25615,4129.085
2349,506.9348,14361.3,507.3943,0.4595,-89.26115,46.26544,452.004
2351,510.7253,66168.57,511.6348,0.9095,-89.66841,46.25158,1151.212
2352,510.5604,22730.5,510.6906,0.1302,-89.56089,46.25568,660.982
2355,510.868,17128.31,510.9299,0.0619,-89.55606,46.25595,724.03
2357,497.1193,1201822.77,497.0682,-0.0511,-89.0895,46.26375,7491.479
2374,507.3138,88664.11,508.4465,1.1327,-89.26387,46.26153,1473.721
2376,524.0942,11260.68,524.7256,0.6314,-89.36284,46.26031,394.028
2378,519.6169,38991.23,520.1757,0.5588,-89.11534,46.2667,878.504
2383,513.2237,245823.06,514.9484,1.7247,-89.45773,46.25462,3871.53
2385,492.3098,7336.24,499.5932,7.2834,-89.20376,46.2641,315.854
2386,466.9977,42982.69,467.1055,0.1078,-88.33784,46.28178,2836.774
2389,513.3634,135210.76,515.1343,1.7709,-89.46653,46.25466,1934.461
2391,447.1714,133014.54,451.2047,4.0333,-88.1184,46.28697,1493.074
2392,523.8795,41976.04,524.8931,1.0136,-89.48637,46.25342,1046.584
2393,517.4895,114619.8,519.0665,1.577,-89.37004,46.2561,2239.122
2396,516.9944,25031.93,517.2365,0.2421,-89.50374,46.25285,594.072
2398,522.1602,92214.91,523.3738,1.2136,-89.6441,46.24695,1591.357
2399,503.2337,24485.34,504.719,1.4853,-89.22077,46.26104,616.163
2400,522.8376,54679.75,524.886,2.0484,-89.48173,46.25295,1141.253
2402,498.2551,31993.82,498.195,-0.0601,-89.58966,46.24846,1043.719
2405,494.5388,43739.6,495.7482,1.2094,-89.58458,46.24879,887.933
2410,513.4102,278115.26,515.0266,1.6164,-89.38873,46.25227,3097.949
2411,507.1843,128021.68,509.6581,2.4738,-89.2397,46.25805,2027.651
2412,471.9918,61207.2,472.002,0.0102,-88.82893,46.26916,1358.195
2414,517.9128,13762.83,518.2714,0.3586,-89.5036,46.25137,473.924
2419,521.8183,15337.15,522.0996,0.2813,-89.49742,46.25127,480.974
2420,513.2346,341175.59,515.0339,1.7993,-89.39683,46.25027,5974.57
2421,497.7206,31471.63,502.4381,4.7175,-89.19353,46.25948,837.196
2423,512.841,2924262.47,514.951,2.11,-89.44102,46.2333,31050.5
2424,516.6684,42797.16,516.7723,0.1039,-89.50654,46.25009,893.639
2426,513.7386,87681.55,515.1093,1.3707,-89.40456,46.25224,1541.424
2429,512.8619,164259,515.0724,2.2105,-89.51182,46.24618,1970.7
2432,519.0813,17408.23,519.7156,0.6343,-89.37948,46.25219,522.746
2433,522.787,48125.75,523.898,1.111,-89.3074,46.25404,1166.762
2435,519.1202,190155.94,520.9305,1.8103,-89.46367,46.24706,2078.712
2437,451.1604,47098.78,451.1604,0,-88.11657,46.28172,862.789
2438,532.4147,43992.82,532.3752,-0.0395,-89.28714,46.25347,915.723
2445,513.2363,700053.56,515.1656,1.9293,-89.49546,46.24215,8467.206
2448,520.4584,14626.41,521.3118,0.8534,-89.47132,46.24814,522.505
2455,506.7511,78241.94,506.8678,0.1167,-89.59366,46.24215,1431.479
2457,503.5735,35551.8,503.5201,-0.0534,-89.57299,46.24262,859.971
2458,502.7257,235494.8,505.8441,3.1184,-89.06656,46.25404,3406.312
2459,519.3816,59025.33,521.4311,2.0495,-89.47038,46.24579,1142.057
2461,535.9936,224206.32,536.7916,0.798,-89.35676,46.24823,2481.161
2474,518.4333,2051681.69,520.7082,2.2749,-89.28724,46.23307,19584.08
2476,523.3923,154788.91,524.8348,1.4425,-89.27108,46.24851,2353.733
2477,516.8877,6178.15,516.8042,-0.0835,-89.50582,46.24361,359.312
2479,525.3455,273237.69,528.5468,3.2013,-89.34095,46.24481,3894.405
2480,529.071,29663.96,529.4578,0.3868,-89.32418,46.24787,1938.171
2481,513.0556,535419.23,514.2411,1.1855,-89.48028,46.24005,5128.136
2484,519.0717,49052.08,519.8365,0.7648,-89.40883,46.24469,1160.699
2485,512.295,147737.99,517.6131,5.3181,-89.13504,46.24972,2632.417
2487,512.9089,129653.12,514.9265,2.0176,-89.42629,46.24265,1922.991
2488,519.0115,29053.81,521.3988,2.3873,-89.47022,46.24267,702.243
2489,529.0143,68055.06,529.2762,0.2619,-89.21129,46.24921,1497.399
2492,518.2023,86153.27,520.8855,2.6832,-89.14517,46.25063,1335.747
2499,516.999,81445.37,517.7278,0.7288,-89.23129,46.24743,1395.082
2501,496.6729,78053.06,497.7744,1.1015,-88.96198,46.25347,3129.061
2502,502.7975,117742.29,505.7166,2.9191,-89.05672,46.25243,1656.453
2504,512.8935,4077821.63,515.0681,2.1746,-89.40346,46.23078,30550.906
2508,534.1944,696375.33,534.269,0.0746,-89.36956,46.24095,5754.116
2509,512.9993,47722.21,517.6131,4.6138,-89.12897,46.24976,823.081
2516,513.004,100756.86,515.3506,2.3466,-89.46122,46.23869,2300.716
2517,447.4248,35208.9,447.4413,0.0165,-88.57956,46.26301,751.898
2518,500.3551,451464.1,501.8012,1.4461,-89.04225,46.24679,3759.517
2520,516.2215,275532.11,518.839,2.6175,-89.26311,46.24258,2764.556
2521,519.9007,31070.28,523.2905,3.3898,-89.27564,46.24345,729.304
2525,515.8539,173017.11,518.8263,2.9724,-89.25147,46.24184,2057.254
2526,438.7486,579475.49,440.0449,1.2963,-88.11686,46.26613,3879.776
2527,503.5828,65534.24,505.6537,2.0709,-89.51195,46.23455,1216.352
2529,512.746,80009.33,513.3853,0.6393,-89.49917,46.2358,2112.474
2530,538.8304,23902.82,538.8932,0.0628,-89.2337,46.2435,890.11
2531,521.9259,3380314.93,528.5432,6.6173,-89.32022,46.22511,16624.191
2538,546.5458,168514.8,548.0517,1.5059,-89.31196,46.23954,2721.22
2541,522.2561,217104.75,522.5124,0.2563,-89.11994,46.24337,2915.594
2542,525.2495,273856,525.0663,-0.1832,-89.27739,46.23837,3127.05
2543,522.5045,37241.11,524.147,1.6425,-89.20808,46.24287,2096.384
2544,486.2437,74160.88,486.9482,0.7045,-88.69493,46.25574,1218.652
2550,510.347,11759.02,510.4914,0.1444,-89.56996,46.23239,515.289
2555,498.2388,1338543.5,501.7447,3.5059,-88.99321,46.23897,6457.269
2559,511.4684,97226.98,511.3604,-0.108,-89.08302,46.24358,1888.896
2561,516.7213,38382.87,524.545,7.8237,-89.14403,46.24226,1044.911
2564,512.5222,138255.48,513.2745,0.7523,-89.10031,46.24268,1642.412
2565,538.9388,73176.48,538.9182,-0.0206,-89.23249,46.2401,1366.302
2567,524.5719,85674.08,529.2809,4.709,-89.20201,46.24042,1573.61
2573,497.2383,69063.7,502.9156,5.6773,-89.17317,46.24047,1507.999
2577,486.8987,2988.83,486.5716,-0.3271,-88.84693,46.24897,274.531
2580,529.62,25717,529.5858,-0.0342,-89.46348,46.23106,699.031
2586,503.706,66442.84,505.3047,1.5987,-89.50626,46.22873,1027.569
2594,522.2786,429044.21,522.353,0.0744,-89.25966,46.2314,4050.601
2596,544.2834,26585.96,544.3566,0.0732,-89.2816,46.23425,634.857
2602,519.0125,84985.35,520.8603,1.8478,-89.29733,46.23185,1286.762
2606,503.7071,57946.38,505.294,1.5869,-89.49749,46.22538,1257.935
2614,522.4458,105192.52,523.4057,0.9599,-89.17448,46.23371,2060.702
2615,464.4537,82462.32,464.6182,0.1645,-88.34539,46.25298,1599.319
2616,521.9335,29741.65,522.0901,0.1566,-89.26489,46.23159,650.65
2619,525.5201,115288.97,525.5598,0.0397,-89.16834,46.23249,1977.364
2620,538.5209,21792.34,538.2783,-0.2426,-89.34088,46.22869,613.112
2622,465.9503,71942.78,466.3962,0.4459,-88.38784,46.25073,1122.938
2623,518.244,41196.86,524.0126,5.7686,-89.15081,46.2331,1242.097
2624,529.6163,22791.98,529.768,0.1517,-89.22392,46.2312,621.293
2627,515.8005,219663.56,517.8243,2.0238,-89.44987,46.22215,3081.864
2630,458.2226,24938.65,458.5007,0.2781,-88.20222,46.25476,647.082
2639,528.2963,175961.97,532.7504,4.4541,-89.22763,46.22639,2126.346
2649,541.8521,35778.7,542.4827,0.6306,-89.34135,46.22402,782.632
2650,503.5718,295425.59,505.4581,1.8863,-89.47386,46.21761,2776.879
2651,542.0516,32081.12,542.4827,0.4311,-89.34525,46.2237,718.545
2652,528.4997,87871.56,529.3102,0.8105,-89.15656,46.22804,1261.714
2653,525.9,316152.19,526.3279,0.4279,-89.17172,46.22409,3862.466
2659,515.8747,76392.44,518.033,2.1583,-89.44175,46.21874,1469.915
2660,519.0278,129910.66,520.3285,1.3007,-89.38657,46.21845,2161.833
2662,445.3285,15869.02,445.2636,-0.0649,-88.43903,46.2441,772.045
2663,518.8139,2475214.22,519.0939,0.28,-89.21805,46.20409,13520.354
2669,512.922,312872.89,515.1206,2.1986,-89.41508,46.21633,2924.207
2671,522.8537,43143.59,524.2471,1.3934,-89.37011,46.21896,797.724
2684,515.8651,92224.21,515.9697,0.1046,-89.46017,46.21301,1687.408
2690,522.8401,34906.03,524.2471,1.407,-89.36716,46.21619,815.793
2691,512.8158,432094.32,515.008,2.1922,-89.4036,46.21226,4766.587
2692,522.4255,100532.4,528.5432,6.1177,-89.32047,46.21557,1718.725
2695,512.875,541047.72,514.9762,2.1012,-89.38643,46.20933,6947.432
2696,525.5698,371091.82,526.7389,1.1691,-89.24204,46.21524,3196.357
2700,534.196,53178.37,534.4203,0.2243,-89.33114,46.21397,1202.756
2711,518.9083,1966119.95,519.0054,0.0971,-89.34888,46.20603,8042.645
2712,438.9273,24628.53,438.9273,0,-88.46693,46.23569,599.361
2714,538.1293,55450.91,541.1221,2.9928,-89.2557,46.21355,1245.753
2717,432.6854,12752.56,432.7471,0.0617,-88.14907,46.24089,440.891
2719,534.0626,57092.33,538.309,4.2464,-89.26558,46.21316,978.045
2721,512.7543,330446.59,514.6344,1.8801,-89.14389,46.21519,2713.876
