lakeid,cuvette_use,a254_10,a280_10,a300_10,a320_10,a365_10,a400_10,a420_10,a440_10,a254_a365_10,S_10,a254_1,a280_1,a300_1,a320_1,a365_1,a400_1,a420_1,a440_1,a254_a365_1,S
2949200,1,74.66075549,70.73952375,61.40517688,45.124982,21.94866953,12.0757805,8.743051625,6.44436975,3.401607345,15.67393843,111.1398437,82.5729135,60.52571875,44.489354,21.35039331,11.618635,8.31786025,6.0764655,5.20551739,16.0246627
2012700,1,74.74393409,66.3646298,53.8337765,40.1122722,20.20059178,11.690028,8.9308037,6.9522964,3.70008636,13.85200345,97.02682938,72.4120775,54.15792375,40.50977,20.55643406,11.825905,8.97882125,6.9377875,4.720022407,13.95208523
1161500,1,74.776297,67.92617895,55.67876738,41.4001098,21.27406326,12.3820795,9.268365925,7.01136835,3.514904327,14.29761254,96.7621571,74.787622,55.744115,41.629028,21.38508225,12.50529,9.375513,7.120876,4.524750289,14.20526377
20961,1,76.2290294,72.76708495,66.30941538,49.0092218,24.68480626,13.6326085,9.973083925,7.42821135,3.088095106,15.16298914,118.2583015,88.0517505,66.16231125,49.316442,24.85699869,13.852545,10.13377575,7.5895365,4.757545471,14.98501594
2026800,1,76.32509904,72.64801985,66.42859563,49.2307704,24.65765964,13.4713985,9.808304275,7.29210405,3.095391053,15.29317518,115.3554276,86.141412,65.03672,48.607118,24.243681,13.15013,9.548238,7.028756,4.758164719,15.48359992
2025330,1,76.46111422,68.06551045,56.59478563,43.5004458,23.38145219,14.1899345,11.06758468,8.84340485,3.270161049,12.541619,96.52270268,71.8639635,55.09063875,42.163324,22.35795581,13.345885,10.29844025,8.1031055,4.317152404,12.9764782
2037400,1,76.94283078,73.29472053,66.65498952,50.16633546,25.18492391,14.72898236,11.27145685,8.86771839,3.055114682,13.60762053,113.1260239,86.22808914,65.64296835,49.31729946,24.74420766,14.21954814,10.78492635,8.48627827,4.5718184,13.90848468
19811,1,77.36441781,72.39767483,97.38332998,95.45003253,47.03500797,25.33454414,18.24795829,13.36067274,1.644826293,14.22789468,230.6665112,170.5276441,128.3609142,96.21325148,46.59577306,24.34665332,17.40589129,12.48583234,4.950374167,16.29314335
21006,1,77.41167172,70.4190613,58.40465575,44.5639712,23.09445521,13.737395,10.53196445,8.0888269,3.351959204,13.50485855,104.2673462,78.5127245,58.91937625,45.244738,23.66577194,14.151935,10.81776675,8.3126785,4.405829081,13.41377836
1115800,1,77.45358632,69.2099863,58.42538275,44.1333102,22.76397471,13.106373,9.99306245,7.8608299,3.402463203,13.52660839,103.2456779,75.766397,57.1316725,43.195068,21.86151538,12.32105,9.2546055,7.155421,4.722713686,14.15693871
1885500,1,78.41336157,76.8098863,83.30814625,59.7637712,29.93004709,16.606933,12.18897295,9.0814199,2.619887678,15.01226202,142.4822343,105.505036,78.359575,58.652804,29.23600925,15.98282,11.614029,8.511888,4.873518581,15.4222955
2017300,NA,78.62839662,76.3879292,81.40843862,59.05766431,28.80252202,15.74400381,11.59272757,8.797869561,2.729913601,15.05674158,47.23308674,32.94802486,27.41852246,21.13772351,8.10904758,2.439488296,1.204160114,0.540854515,5.82473913,29.75896955
2954700,1,78.63762771,76.5947861,80.41327525,58.4842244,29.17247524,16.392754,12.07013815,9.0464143,2.695610402,14.89243004,136.9316013,101.9042955,76.18611875,57.515122,28.69005431,16.063425,11.76314825,8.7525515,4.772789894,14.96993461
1173500,1,78.65788259,69.6763438,62.4631175,48.2602862,25.39443253,14.610232,11.0081097,8.5436694,3.097445966,13.54469525,108.1492255,80.957359,62.4516025,47.999126,25.28607638,14.53193,10.9726435,8.495767,4.277026765,13.52533358
2326100,1,79.81458161,78.86565925,98.01769513,81.254446,38.68183572,21.1288735,15.21736038,11.16897425,2.063360751,15.06447708,181.2464455,136.344509,103.1456125,77.730856,38.73559638,21.23366,15.2792535,11.190277,4.679066864,15.4762354
2000000,1,80.16394671,78.63996525,91.28832913,63.629587,29.97016247,16.8475965,12.75315038,9.91383925,2.674791863,14.35945163,148.2443979,110.0200675,83.32541875,61.90464,29.39131781,16.477965,12.49089625,9.6783575,5.04381596,14.54388639
2283,1,80.2745475,74.19270326,97.30130348,85.88267392,46.12324863,26.9095994,20.43773767,15.88624325,1.740435678,12.3889267,192.298713,144.8607208,110.548228,84.80260101,44.82706567,25.81448635,19.35237533,14.8003625,4.289790334,13.85164192
1115900,1,80.2996625,73.58395905,76.06204463,58.1585802,29.95214149,16.8729295,12.52952908,9.58174665,2.680932264,14.12376457,134.0515443,99.96590251,76.59084361,58.00069193,29.9485999,16.82205692,12.4778854,9.505454821,4.476053798,14.28382126
22221,1,80.49282087,75.7613304,67.7438965,51.3757846,27.62166383,16.78887,13.0319861,10.2009082,2.914119199,12.91714178,115.9493713,87.610726,66.890635,51.651684,28.15935675,17.11129,13.548549,10.722768,4.117614345,12.65095352
2392,1,80.55051102,79.5750984,97.951196,73.2197396,37.26749145,21.362628,15.8773426,12.0225812,2.161414892,14.00910145,161.2501874,120.398537,92.0566675,70.508648,36.62086663,20.98033,15.5763405,11.784451,4.403232425,14.2473791
21165,1,80.65084697,80.28522845,98.27563113,99.1225018,44.42022082,24.1504095,17.31677518,12.76080785,1.815633635,14.5855252,166.7364515,124.3009705,96.37767125,73.244612,37.68470869,20.554275,14.83189575,11.0440365,4.424512152,14.97814868
20888,1,80.9191292,79.921009,97.822228,84.810278,40.477528,22.484189,16.418087,12.242748,1.999112426,14.46220129,183.1349055,137.841459,105.5177025,79.803556,40.11739638,22.24698,16.2004535,12.042387,4.564974849,15.04741826
20302,1,81.53670168,80.9877586,97.958105,98.8281784,49.2970968,26.724012,19.1466814,14.0174398,1.653985873,14.35357747,235.8915113,175.7154455,132.0568988,98.393372,49.44008431,26.726315,19.08668825,13.9803615,4.771260295,15.75110763
1875400,1,82.42432394,81.4953398,97.700169,86.6075392,41.69362715,23.889019,17.7616572,13.4490594,1.976904615,13.82460912,189.3577266,143.186722,107.71131,81.355778,41.8098135,23.9512,17.816008,13.500186,4.529025861,14.40947354
2126,1,83.85425088,82.89544865,97.89218163,77.1164156,39.33767254,22.9781825,17.36997448,13.32320045,2.131652573,13.45307836,166.2740091,126.8665125,96.23949125,73.64994,38.52990969,22.304555,16.61902375,12.6146825,4.315452864,14.10079095
1580400,1,84.12156585,76.180937,93.8921585,74.465202,39.95273188,22.834245,16.9397165,12.648076,2.105527254,13.79721179,161.6303551,123.8104315,95.80767875,74.184236,39.95978481,22.765155,16.87120225,12.5893495,4.044825462,14.18338778
20836,1,84.33195642,82.8529583,97.48195975,88.6917542,42.36653496,25.105003,19.14979045,14.7675269,1.990532303,13.0430701,185.9536623,141.731226,107.999185,81.936134,42.07523425,24.80331,18.822419,14.453628,4.419551444,13.70188512
2312500,1,84.58377219,83.32242485,97.42582413,92.8634084,44.94104427,25.9974155,19.47744978,14.80909605,1.88210518,13.24621378,187.4480214,142.5545485,109.4241663,84.331254,45.13894394,26.219655,19.68892275,15.0005905,4.152689564,13.85559333
2012300,1,84.6852654,83.33716405,98.03496763,98.8779232,55.84880074,30.5481435,22.18600808,16.62432065,1.516330956,13.15654684,251.457258,191.1409395,147.7288138,111.363868,55.99845256,30.226875,21.77428925,16.2004535,4.490432261,15.32518342
1177100,1,84.80024939,76.53595826,97.71809151,98.61194548,58.79074735,31.42541135,22.40176587,16.47692711,1.442408086,13.35663023,272.8991999,207.4206354,159.4717365,119.8552058,59.5599545,31.41842777,22.32967917,16.42565839,4.581924251,15.7939988
1585600,1,85.85003644,84.7011158,97.476778,98.4288382,56.1144374,32.170607,23.7978202,17.7948204,1.529909956,12.61524465,231.1867702,176.181803,135.1688275,104.289052,56.29078963,32.08079,23.6552645,17.693949,4.107008832,14.21214328
20370,1,87.2293895,85.66089105,97.22200863,98.0995092,49.29043249,29.0327695,22.12382708,17.28528165,1.769702254,12.30689459,219.6388373,164.837225,124.1029125,94.03149,49.46412188,29.15598,22.2527375,17.445225,4.440366652,13.41235935
19850,1,87.71824156,85.8090891,96.53312375,76.8114984,40.30431361,25.362939,20.09494165,16.0245043,2.176398348,12.01306073,165.1706418,126.1479765,95.85949625,74.161206,40.22894794,25.298455,19.99752475,15.9402145,4.10576588,12.33810372
1155000,1,88.15706093,86.99018265,97.68376013,98.5573456,61.32124692,35.2785055,26.36894698,20.00190045,1.437626685,11.76196201,236.7227791,182.9675925,144.2109813,113.16942,61.42172969,34.855905,25.90011375,19.4776225,3.854055891,13.90191775
22457,1,88.1578785,86.46993495,97.79142538,98.6434778,72.77547651,40.8218265,29.53706893,21.75747735,1.211367932,11.67371006,337.0984584,257.2508575,197.8190638,151.65255,78.21779656,43.515185,32.79184125,24.9242175,4.309741174,14.36455662
20966,1,88.37837923,87.01090965,97.67915413,98.5320126,67.91416017,37.8901075,27.61486998,20.73425445,1.301324775,11.72324632,305.1178489,234.2669175,181.3180688,137.23577,68.89352531,38.218285,27.89796625,21.0321475,4.428831991,14.79301353
20282,1,91.26818363,89.81596365,96.83165013,97.6246306,61.84690667,36.4944895,27.56190098,21.16491545,1.475711374,11.31575468,250.2694282,192.049473,148.7104675,115.596782,62.56646463,36.64073,27.6624845,21.263599,4.000057054,13.37085696
19788,1,91.61427453,77.57293428,96.20610669,97.00599134,76.75893109,47.14948295,35.78487903,27.73511932,1.193532443,9.573887866,322.3745201,250.2572261,195.0198132,150.9443872,79.78310545,46.47464379,35.1398596,27.0202496,4.040636402,13.61390322
1857300,1,92.36453254,90.2674668,97.561989,98.4127172,65.36155815,38.220588,28.9864792,22.6564534,1.413132354,10.8045322,277.648874,210.270809,161.4921175,123.537526,65.64903013,38.09162,28.9245285,22.544067,4.22929133,13.39768073
21519,1,92.43834369,90.6658858,97.7381685,98.6153812,77.79862178,44.777229,32.9810327,24.9755744,1.188174566,10.54410382,352.465341,268.8833105,204.9756363,154.839902,79.48127994,44.321235,32.55348075,24.5396165,4.434570522,14.64088786
1116600,1,94.78789308,80.03811655,97.70851738,98.5785332,67.44598906,38.8988215,28.86643533,21.94309915,1.405389622,11.29813828,295.6305828,223.833176,172.90924,131.657904,68.954123,38.94373,28.898044,21.915348,4.287351792,14.24632563
1116000,1,94.92628035,79.40202795,96.90361888,97.7199748,59.37345588,33.5765885,24.92991743,19.18732935,1.598799985,11.94051581,260.1880665,196.5947021,150.8616829,113.979713,58.96139479,32.78063457,24.24305957,18.52586483,4.412854673,14.36136413
