basin,date,latitude,longitude,doc,doc13,a350,suva254,S_275_295,S_350_400,sr
Congo,08/12/13,0.499,25.2,4.1,-28.6,17,5.3,11.85,15.07,0.787
Congo,08/29/13,0.499,25.2,3.3,-28,12.8,5,12.39,15.67,0.791
Congo,09/10/13,0.499,25.2,5,-28.8,18,4.9,12.21,16.25,0.751
Congo,10/01/13,0.499,25.2,5.4,-28.8,17.1,4.4,12.22,16.73,0.73
Congo,10/18/13,0.499,25.2,5.2,-28.6,19,4.8,11.86,16.07,0.738
Congo,10/30/13,0.499,25.2,5.6,-29,19.7,4.6,11.79,16.13,0.731
Congo,11/12/13,0.499,25.2,6,-29,20.7,4.7,11.77,16.08,0.732
Congo,11/25/13,0.499,25.2,6.1,-28.8,26.8,5.1,11.63,15.16,0.767
Congo,12/15/13,0.499,25.2,5.2,-28.1,24.6,4.6,11.71,15.38,0.761
Congo,12/28/13,0.499,25.2,5.4,-27.6,23.3,4.8,11.81,15.51,0.761
Congo,01/21/14,0.499,25.2,4.9,-27.7,21.6,4.8,12,15.89,0.755
Congo,01/31/14,0.499,25.2,4.3,-27,20.9,4.3,11.72,14.15,0.829
Congo,02/16/14,0.499,25.2,5.4,-25,21.1,3.5,12.26,15.22,0.806
Congo,02/28/14,0.499,25.2,4.6,-26.8,20.1,4.1,12.03,14.74,0.816
Congo,03/09/14,0.499,25.2,5.1,-27.7,20.1,3.8,12.24,15.65,0.782
Congo,03/31/14,0.499,25.2,5.2,-27.5,21.6,4.8,11.92,15.62,0.764
Congo,04/14/14,0.499,25.2,5.9,-27.7,24.5,4.9,11.56,15.31,0.755
Congo,04/29/14,0.499,25.2,5.3,-26.9,22.9,4.8,11.78,15.11,0.78
Congo,05/14/14,0.499,25.2,5.2,-26.5,22.8,5.2,11.76,15.06,0.781
Congo,05/29/14,0.499,25.2,5.2,-27.1,22.2,4.7,12.43,16.15,0.769
Congo,06/16/14,0.499,25.2,4.1,-26.2,17.7,4.5,12.07,15.51,0.779
Congo,07/01/14,0.499,25.2,4,-25.8,16.9,4.5,12.24,15.82,0.774
Congo,07/16/14,0.499,25.2,3.5,-26.2,14.9,4.4,12.78,16.8,0.761
Congo,07/28/14,0.499,25.2,3.4,-26.4,14.6,4.4,12.33,15.97,0.772
Congo,08/14/14,0.499,25.2,4.5,-27.9,19.2,4.7,12.37,16.05,0.771
Congo,08/30/14,0.499,25.2,4.8,-28.6,20.4,4.8,12.56,16.39,0.766
Congo,09/16/14,0.499,25.2,4.8,-28.7,20.6,4.9,11.79,15.21,0.775
Congo,09/30/14,0.499,25.2,5.3,-29.3,22.8,5,12.41,16.12,0.77
Congo,10/10/14,0.499,25.2,6,-29.4,25.8,5,12.06,16.26,0.742
Congo,10/27/14,0.499,25.2,8.1,-29.9,34.7,5.3,11.97,15.61,0.766
Congo,11/20/12,0.774,24.597,7.3,-30.2,32.1,5.6,11.69,15.78,0.741
Congo,11/21/12,0.771,24.598,7.7,-30.2,32.7,5.4,11.6,15.79,0.735
Congo,11/21/12,0.777,24.6,7.6,-30.3,30.4,5.1,11.73,15.76,0.745
Congo,11/24/12,0.493,24.17,12.9,-29.1,55.5,5.2,11.38,14.89,0.765
Congo,11/24/12,0.49,24.177,13.4,-30.1,52.1,4.9,11.79,15.45,0.763
Congo,11/25/12,0.498,24.17,13.8,-29.1,56.5,5,11.51,15.03,0.765
Congo,11/25/12,0.514,24.173,2.4,-30.3,11.7,5.4,12.39,17.93,0.691
Congo,11/27/12,0.795,24.282,7,-28.7,26.9,4.7,11.7,15.44,0.758
Congo,11/27/12,0.769,24.266,13.3,-28.8,59.3,5.3,11.33,14.72,0.77
Congo,11/28/12,0.788,24.297,7,-28.7,25.5,4.2,11.12,13.62,0.817
Congo,12/01/12,0.738,24.228,33.9,-29.6,137.3,5.1,11.55,15.2,0.76
Congo,12/01/12,0.741,24.237,14.1,-29.2,59.2,5.1,11.34,14.97,0.758
Congo,12/03/12,0.773,24.312,5.9,-29.3,24.4,5,11.59,15.82,0.732
Congo,12/03/12,0.767,24.304,6.5,-29,24.3,4.7,11.77,15.61,0.754
Congo,12/04/12,0.761,24.296,7.3,-28.8,27.3,4.7,11.85,15.56,0.762
Congo,12/05/12,0.731,24.435,45,-29.7,227.2,5.6,11.35,12.45,0.911
Congo,12/05/12,0.644,24.663,6,-29.2,26.8,5.4,11.44,15.25,0.75
Congo,12/06/12,0.577,24.901,6.1,-29.2,24.9,5,11.93,15.51,0.769
Congo,12/07/12,0.562,25.125,4.2,-30,17.7,5.5,12.18,16.23,0.75
Congo,12/07/12,0.575,25.12,3.7,-29.9,16.1,5.5,11.79,16.27,0.725
Congo,12/08/12,0.502,25.196,8.4,-28.8,36.5,4.7,11.54,15.2,0.759
Congo,09/17/13,0.494,24.169,7.8,-29.5,28.8,4.5,0.01,0.02,0.792
Congo,09/18/13,0.495,24.176,5.4,-30.3,21.8,5.2,0.01,0.02,0.768
Congo,09/19/13,0.515,24.176,1.9,-30.2,6.4,4.9,0.01,0.02,0.643
Congo,03/13/14,0.507,24.174,8.3,-28.7,34.9,4.9,11.67,14.95,0.78
Congo,03/13/14,0.493,24.17,8.6,-28.6,37.9,5.1,11.49,14.83,0.775
Congo,03/13/14,0.5,24.176,9.1,-28.9,38.3,5,11.63,14.95,0.778
Congo,03/13/14,0.498,24.17,8.7,-28.5,35.7,5,12.11,15.56,0.779
Congo,03/14/14,0.496,24.176,9,,38.2,4.9,11.56,14.79,0.782
Congo,03/14/14,0.496,24.175,9.1,-28.4,38.7,5,11.56,14.82,0.78
Congo,03/14/14,0.497,24.178,7.9,,30.1,5.5,12.7,16.24,0.782
Congo,03/17/14,0.763,24.596,5.7,-30.1,20.4,4.4,11.92,15.84,0.752
Congo,03/17/14,0.758,24.596,1.9,-30.1,6.3,4.6,12.4,20.42,0.607
Congo,03/17/14,0.779,24.604,7.5,-30.2,19.3,3.2,11.94,15.53,0.769
Congo,03/18/14,0.766,24.598,4.2,-30,17.7,4.9,11.48,14.94,0.768
Congo,03/18/14,0.778,24.603,4,,16.6,4.6,11.93,15.79,0.756
Congo,03/18/14,0.784,24.604,4.3,-30.1,17.3,5,11.79,15.88,0.742
Congo,03/20/14,0.741,24.563,3.9,-30,16.5,5,11.61,15.07,0.77
Congo,03/20/14,0.737,24.563,3.9,-30,16.1,4.9,11.55,14.74,0.784
Congo,03/20/14,0.736,24.562,4,-29.3,17.2,5.1,11.76,14.83,0.793
Congo,03/20/14,0.73,24.559,4.8,-27.6,20.3,5.3,12.13,15.42,0.787
Congo,03/21/14,0.733,24.564,4.7,-27.9,19.1,5,12.28,15.56,0.789
Congo,03/21/14,0.724,24.561,4.7,-27.5,20.4,5.4,12.33,15.37,0.802
Congo,03/21/14,0.716,24.558,4.7,-27.7,19,5.3,12.58,15.68,0.802
