lakeid,lakename,year4,daynum,sampledate,rep,station,depth,wtemp,o2,cond,alk,chlor,phaeo,ph,doc,dic,totnuf,totpuf,suva,flag_wtemp,flag_o2,flag_o2sat,flag_cond,flag_alk,flag_chlor,flag_phaeo,flag_ph,flag_doc,flag_dic,flag_totnuf,flag_totpuf,flag_suva
"LC","Little Crooked Lake",2001,172,2001-06-21,1,11,4.00,17.70,5.75,,,,,,,,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,172,2001-06-21,1,11,6.00,13.60,0.06,,,,,,,,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,0.00,,,116.89,1128.19,,,,,,429,23,,,"U",,,,"U","U","U",,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,1.00,27.00,,,,,,,,,,,,,"U",,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,3.00,24.58,,,,,,,,,,,,,"U",,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,4.00,21.86,,,,,,,,,,,,,"U",,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,5.00,18.81,,,,,,,,,,,,,"U",,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,6.00,14.82,,,,,,,,,,,,,"U",,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,7.00,13.99,,,,,,,,,,,,,"U",,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,8.00,13.71,,,,,,,,,,,,,"U",,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,0.00,20.70,9.35,,,,,,,,,,,,,,,,"U","U",,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,1.00,20.40,9.75,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,3.00,20.30,9.72,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,4.00,19.40,9.62,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,5.00,16.30,9.13,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,7.00,14.50,0.87,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,8.00,14.20,0.06,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,2,11,0.00,20.70,9.35,,,,,,,,,,,,,,,,"U","U",,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,1.00,23.18,7.96,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,3.00,23.00,7.98,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,4.00,22.92,7.89,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,7.00,18.03,0.15,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,2,11,0.00,23.18,7.85,123.79,753.15,,,8.67,,,385,13,,,,,,,"U","U",,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,1.00,20.60,8.34,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,2.00,20.60,8.37,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,4.00,20.60,8.30,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,7.00,14.58,10.72,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,9.00,10.13,10.85,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,10.00,8.81,10.03,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,11.00,7.91,7.72,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,12.00,7.39,6.37,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,13.00,6.97,5.21,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,14.00,6.67,4.71,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,16.00,6.23,2.90,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,18.00,5.72,1.23,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,0.00,22.07,8.28,93.06,786.00,,,8.06,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,3.00,20.63,8.53,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,7.00,20.09,8.56,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,8.00,19.95,8.59,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,10.00,11.10,8.63,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,11.00,9.38,5.09,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,13.00,7.62,1.30,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,15.00,6.85,0.42,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,16.00,6.65,0.25,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,18.00,6.19,0.17,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,19.00,5.86,0.15,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,0.00,21.75,8.35,93.44,796.00,,,8.08,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,1.00,21.03,8.44,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,2.00,20.83,8.42,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,3.00,20.67,8.40,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,4.00,20.56,8.40,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,5.00,20.46,8.40,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,7.00,20.15,8.73,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,10.00,11.08,3.75,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,11.00,9.33,1.66,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,13.00,7.50,0.25,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,16.00,6.55,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,18.00,6.10,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,21.00,5.77,0.14,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,2.00,21.00,8.42,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,3.00,21.00,8.63,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,5.00,19.00,8.91,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,8.00,9.20,2.39,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,9.00,7.20,1.16,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,11.00,6.10,0.22,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,2,11,0.00,21.10,8.65,,,,,,,,304,6,,,,,,,"U","U",,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,1.00,21.45,8.23,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,2.00,21.39,8.24,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,3.00,21.20,8.26,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,4.00,21.17,8.21,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,8.00,9.86,0.27,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,9.00,7.88,0.22,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,11.00,6.50,0.17,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,0.00,21.44,8.15,23.37,105.56,,,6.89,,,331,7,,,,,,,"U","U",,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,3.00,21.19,8.03,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,4.00,21.14,7.90,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,7.00,13.60,0.85,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,8.00,10.17,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,10.00,6.60,0.14,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,0.00,14.80,10.87,,,,,8.87,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,1.00,14.77,10.87,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,4.00,14.25,10.93,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,5.00,14.09,10.91,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,7.00,9.81,12.91,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,9.00,6.83,9.12,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,12.00,5.25,5.16,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,13.00,5.04,3.39,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,2,11,0.00,14.80,10.87,,,,,8.86,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,0.00,19.30,9.62,,,,,,,,488,6,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,2.00,19.00,9.62,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,3.00,18.90,9.63,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,6.00,13.70,11.61,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,8.00,9.70,12.62,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,9.00,7.90,11.45,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,12.00,5.60,3.52,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,13.00,5.40,1.28,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,16.00,5.10,0.60,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,17.00,5.10,0.59,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,0.00,,,18.99,106.93,,,7.87,,,429,9,,,"U",,,,"U","U",,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,1.00,23.40,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,4.00,23.26,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,5.00,23.22,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,7.00,19.73,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,8.00,14.20,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,9.00,10.86,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,11.00,7.82,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,12.00,6.98,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,13.00,6.41,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,14.00,6.26,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,15.00,6.06,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,0.00,,,18.87,111.05,,,7.60,,,415,24,,,"U",,,,"U","U",,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,2.00,23.35,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,3.00,23.29,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,4.00,23.25,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,5.00,23.01,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,6.00,18.86,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,9.00,8.83,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,10.00,7.88,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,11.00,6.70,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,12.00,6.38,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,15.00,6.06,,,,,,,,,,,,,"U",,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,0.00,19.90,8.96,,,,,,,,445,33,,,,,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,1.00,19.90,8.91,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,3.00,19.90,8.87,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,4.00,15.60,4.46,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,6.00,12.10,0.43,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,1,11,0.00,23.08,8.16,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,1,11,2.00,22.68,8.19,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,1,11,3.00,22.06,8.10,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,2,11,1.00,23.07,8.07,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,2,11,2.00,22.71,8.10,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,2,11,3.00,22.03,8.00,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,243,2001-08-31,1,11,0.00,,,123.75,1181.00,,,,,,415,17,,,,,,,,,,,,,,
"RN","Round Lake",2001,243,2001-08-31,2,11,0.00,,,123.76,1160.00,,,,,,425,17,,,,,,,,,,,,,,
"RN","Round Lake",2001,249,2001-09-06,1,11,0.00,,,,,,,8.18,,,,,,,,,,,"U","U",,,,,,
"RN","Round Lake",2001,249,2001-09-06,2,11,0.00,,,,,,,8.22,,,,,,,,,,,"U","U",,,,,,
"SR","Spruce Lake",2001,264,2001-09-21,1,11,0.00,17.51,8.98,9.42,15.04,,,5.83,,,314,57,149.140,,,,,,,,,,,,"K","A"
"SR","Spruce Lake",2001,264,2001-09-21,1,11,1.00,17.14,8.78,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,264,2001-09-21,1,11,3.00,17.06,8.58,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,264,2001-09-21,2,11,3.00,17.05,8.56,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,290,2001-10-17,1,11,0.00,,,9.03,23.83,4.50,-0.10,5.82,4.37,0.91,363,7,150.982,,,,,,,,,,,,"K","A"
"SR","Spruce Lake",2001,290,2001-10-17,2,11,0.00,,,8.78,21.16,3.70,0.40,6.26,4.49,0.98,373,7,,,,,,,,,,,,,"K",
"SR","Spruce Lake",2001,292,2001-10-19,1,11,0.00,8.88,10.34,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,1,11,2.00,8.86,10.24,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,1,11,3.00,8.81,10.19,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,2,11,0.00,8.86,10.16,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,2,11,1.00,8.88,10.05,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,2,11,3.00,8.79,9.76,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,1.00,22.40,8.18,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,2.00,22.40,8.21,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,3.00,22.30,8.20,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,4.00,18.50,5.57,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,5.00,15.70,1.97,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,6.00,14.30,1.07,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,8.00,13.00,0.35,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,9.00,12.90,0.22,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,2,11,0.00,22.40,8.36,,,,,,,,466,20,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,2.00,14.45,9.61,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,3.00,14.45,9.59,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,5.00,14.42,9.57,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,6.00,14.41,9.53,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,8.00,14.24,9.33,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,2.00,14.47,9.57,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,4.00,14.43,9.55,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,5.00,14.43,9.54,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,7.00,14.39,9.39,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,8.00,14.35,9.33,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,2.00,22.00,8.18,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,5.00,16.30,5.42,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,6.00,14.10,0.62,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,7.00,13.00,0.14,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,2,11,0.00,22.60,8.10,,,,,,,,481,14,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,0.00,28.30,6.50,30.61,207.31,,,7.99,,,439,9,,,,,,,"U","U",,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,2.00,27.79,6.57,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,3.00,25.02,7.14,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,5.00,19.81,0.66,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,6.00,15.99,0.31,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,7.00,13.92,0.15,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,0.00,20.30,9.55,,,,,,,,474,13,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,3.00,19.80,9.70,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,4.00,19.70,9.73,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,2,11,0.00,20.30,9.55,,,,,,,,535,19,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,0.00,27.01,7.55,13.66,37.87,,,7.29,,,365,11,,,,,,,"U","U",,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,1.00,27.02,7.57,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,3.00,25.92,8.16,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,5.00,22.70,6.90,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,6.00,21.13,1.53,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,2.00,14.37,8.98,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,3.00,14.25,8.96,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,4.00,14.21,8.84,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,5.00,14.07,8.48,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,6.00,13.66,7.72,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,1.00,14.53,8.94,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,2.00,14.40,8.90,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,3.00,14.32,8.76,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,6.00,14.07,8.03,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,8.00,10.06,0.20,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,1,11,0.00,14.50,9.31,,19.73,,,,3.17,0.83,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,1,11,2.00,14.25,9.11,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,1,11,3.00,14.21,9.00,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,1,11,5.00,14.15,2.67,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,2,11,0.00,14.57,9.15,,,,,,3.32,0.88,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,2,11,2.00,14.25,8.92,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,2,11,3.00,14.20,8.80,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,2,11,5.00,14.15,2.67,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,0.00,22.08,8.22,130.72,,,,,,,336,11,,,,,,,"U","U",,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,11.00,8.30,0.15,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,15.00,6.02,0.12,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,2.00,21.04,8.39,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,1,11,2.00,22.75,8.11,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,183,2001-07-02,1,11,3.00,21.30,8.24,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,183,2001-07-02,1,11,8.00,16.70,0.57,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,184,2001-07-03,1,11,11.00,6.20,0.19,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,215,2001-08-03,1,11,2.00,24.15,,,,,,,,,,,,,"U",,,,,,,,,,,
