lakeid,lakename,year4,daynum,sampledate,rep,station,depth,wtemp,o2,cond,alk,chlor,phaeo,ph,doc,dic,totnuf,totpuf,suva,flag_wtemp,flag_o2,flag_o2sat,flag_cond,flag_alk,flag_chlor,flag_phaeo,flag_ph,flag_doc,flag_dic,flag_totnuf,flag_totpuf,flag_suva
"BR","Brandy Lake",2001,215,2001-08-03,1,11,8.00,7.90,,,,,,,,,,,,,"U",,,,,,,,,,,
"IN","Indian Lake",2001,222,2001-08-10,1,11,6.00,15.12,0.25,,,,,,,,,,,,,,,,,,,,,,,
"IN","Indian Lake",2001,222,2001-08-10,2,11,0.00,,,15.99,110.15,,,6.81,,,434,16,,,,,,,"U","U",,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,2.00,23.06,7.96,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,9.00,13.16,7.25,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,14.00,7.19,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,2.00,21.40,8.06,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,6.00,18.10,3.61,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,10.00,6.70,8.15,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,15.00,5.20,0.61,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,7.00,14.38,,,,,,,,,,,,,"U",,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,2,11,0.00,23.07,8.09,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,264,2001-09-21,1,11,2.00,17.08,8.68,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,7.00,13.80,0.53,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,0.00,14.46,9.63,111.69,1054.00,,,7.75,18.28,14.05,566,16,129.536,,,,,,,,,"K",,,,"A"
"TW","Towanda Lake",2001,220,2001-08-08,2,11,0.00,28.30,6.50,30.69,211.76,,,7.95,,,479,9,,,,,,,"U","U",,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,8.00,8.18,0.46,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,4.00,14.26,8.63,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,172,2001-06-21,1,11,12.00,7.10,0.26,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,9.00,11.70,0.17,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,2,11,17.00,5.97,0.11,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,1,11,0.00,22.75,8.10,35.94,251.67,,,7.68,,,331,8,,,,,,,"U","U",,,,,,
"BR","Brandy Lake",2001,184,2001-07-03,1,11,2.00,21.30,9.16,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,215,2001-08-03,1,11,10.00,6.44,,,,,,,,,,,,,"U",,,,,,,,,,,
"IN","Indian Lake",2001,222,2001-08-10,1,11,5.00,20.69,2.48,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,4.00,20.58,8.52,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,20.00,5.78,0.15,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,6.00,14.30,6.83,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,2.00,14.50,10.93,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,4.00,18.90,9.62,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,8.00,11.39,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,14.00,6.25,,,,,,,,,,,,,"U",,,,,,,,,,,
"SR","Spruce Lake",2001,264,2001-09-21,2,11,1.00,17.37,8.88,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,182,2001-07-01,1,11,0.00,22.40,8.36,,,,,,,,437,27,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,1.00,22.30,8.11,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,5.00,16.60,8.90,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,7.00,10.31,0.75,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,172,2001-06-21,2,11,0.00,,,,,,,,,,301,8,,,,,,,,,,,,,,
"BG","Big Lake",2001,270,2001-09-27,1,11,0.00,,,,,,,,4.91,16.94,,,197.938,,,,,,,,,,,,,"A"
"BG","Big Lake",2001,270,2001-09-27,2,11,0.00,,,,,,,,4.98,17.05,,,,,,,,,,,,,,,,
"IN","Indian Lake",2001,270,2001-09-27,1,11,0.00,,,,,,,,4.64,2.16,,,58.267,,,,,,,,,"K",,,,"A"
"IN","Indian Lake",2001,270,2001-09-27,2,11,0.00,,,,,,,,13.06,2.38,,,,,,,,,,,,"K",,,,
"LS","Little Star Lake",2001,270,2001-09-27,1,11,0.00,,,,,,,,3.49,10.73,,,104.798,,,,,,,,,,,,,"A"
"PL","Pallete Lake",2001,270,2001-09-27,1,11,0.00,,,,,,,,4.96,2.10,,,38.455,,,,,,,,,,,,,"A"
"PL","Pallete Lake",2001,270,2001-09-27,2,11,0.00,,,,,,,,4.96,2.08,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,267,2001-09-24,1,11,0.00,,,,,,,,3.80,10.51,,,164.625,,,,,,,,,"A","A",,,"A"
"BR","Brandy Lake",2001,267,2001-09-24,1,11,0.00,,,,,,,,3.20,12.25,,,157.069,,,,,,,,,,,,,"A"
"LD","Little Spider Lake",2001,267,2001-09-24,1,11,0.00,,,,,,,,3.49,10.34,,,118.904,,,,,,,,,,,,,"A"
"LD","Little Spider Lake",2001,267,2001-09-24,2,11,0.00,,,,,,,,3.79,10.37,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,267,2001-09-24,1,11,0.00,,,,,,,,5.46,3.56,,,125.166,,,,,,,,,,,,,"A"
"TW","Towanda Lake",2001,267,2001-09-24,2,11,0.00,,,,,,,,5.50,3.55,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,267,2001-09-24,1,11,0.00,,,,,,,,3.34,1.15,,,85.350,,,,,,,,,,,,,"A"
"VC","Vandercook Lake",2001,267,2001-09-24,2,11,0.00,,,,,,,,3.41,1.20,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,266,2001-09-23,1,11,0.00,,,,,,,,4.15,4.10,,,47.310,,,,,,,,,,,,,"A"
"LC","Little Crooked Lake",2001,266,2001-09-23,2,11,0.00,,,,,,,,4.36,16.14,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,266,2001-09-23,1,11,0.00,,,,,,,,12.02,1.86,,,56.503,,,,,,,,,"K",,,,"A"
"LX","Lynx Lake",2001,266,2001-09-23,2,11,0.00,,,,,,,,15.15,1.98,,,,,,,,,,,,"K",,,,
"RN","Round Lake",2001,266,2001-09-23,1,11,0.00,,,,,,,,5.58,16.50,,,248.300,,,,,,,,,,,,,"A"
"RN","Round Lake",2001,266,2001-09-23,2,11,0.00,,,,,,,,5.70,16.53,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,232,2001-08-20,1,11,0.00,,,,,,,,,,193,6,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,270,2001-09-27,2,11,0.00,,,,,,,,3.55,10.67,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,266,2001-09-23,1,11,0.00,,,,,,,,4.00,15.96,,,152.000,,,,,,,,,,,,,"A"
"AL","Allequash Lake",2002,170,2002-06-19,1,11,8.00,10.55,0.13,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,2.00,23.00,9.01,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,4.00,18.71,11.38,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,6.00,12.10,12.45,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,9.00,8.35,0.22,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,11.00,7.96,0.12,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,8.00,11.25,4.72,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,11.00,10.61,3.70,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,13.00,10.51,3.25,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,2.00,21.03,9.82,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,5.00,18.06,10.68,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,7.00,12.39,13.98,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,9.00,9.62,14.34,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,12.00,7.96,13.64,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,14.00,7.29,13.00,,,,,,,,,,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,0.00,19.01,9.08,,,,,,,,,,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,0.50,,,87.00,785.69,4.64,1.25,8.09,4.23,10.09,326,15,219.530,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,2,11,0.50,,,87.00,765.10,3.82,1.66,8.08,4.86,10.20,318,15,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,3.00,18.86,9.15,,,,,,,,,,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,4.00,17.25,8.71,,,,,,,,,,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,5.00,14.76,7.29,,,,,,,,,,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,6.00,11.70,2.56,,,,,,,,,,,,,,,,,,,,,,,
"AL","Allequash Lake",2002,170,2002-06-19,1,11,7.00,10.96,0.17,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,0.50,,,102.00,573.48,3.29,0.76,8.39,3.99,7.44,343,10,95.860,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,2,11,0.50,,,101.00,578.83,3.42,0.72,8.41,4.01,7.40,364,10,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,1.00,23.45,8.80,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,3.00,21.58,9.68,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,5.00,14.46,12.00,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,7.00,10.10,9.30,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,8.00,9.00,2.29,,,,,,,,,,,,,,,,,,,,,,,
"AR","Arrowhead Lake",2002,178,2002-06-27,1,11,10.00,8.12,0.15,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2002,144,2002-05-24,1,11,0.50,,,,,8.24,2.95,,5.64,14.20,,,225.180,,,,,,,,,,,,,
"BG","Big Lake",2002,144,2002-05-24,2,11,0.50,,,,,8.57,4.23,,5.74,14.17,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,0.00,22.04,8.41,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,1.00,22.00,8.42,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,2.00,21.62,8.44,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,3.00,19.88,7.86,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,4.00,17.92,7.35,,,,,,,,,,,,,,,,,,,,,,,
"BI","Birch Lake",2002,177,2002-06-26,1,11,5.00,16.74,6.79,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,5.00,21.12,6.85,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,10.00,9.79,0.16,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,13.00,6.63,0.13,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,17.00,5.97,0.11,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,2,11,11.00,8.36,0.10,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,2,11,14.00,6.24,0.11,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,2,11,16.00,5.93,0.11,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,1.00,21.05,8.41,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,5.00,20.98,8.35,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,8.00,20.38,8.30,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,11.00,15.71,1.06,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,1,11,1.00,22.76,8.10,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,2,11,3.00,22.74,8.10,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,2,11,6.00,22.73,8.01,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,2,11,8.00,21.58,2.85,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,183,2001-07-02,1,11,2.00,21.30,8.28,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,183,2001-07-02,1,11,6.00,18.00,1.50,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,183,2001-07-02,1,11,9.00,16.50,0.34,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,183,2001-07-02,1,11,12.00,15.90,0.09,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,221,2001-08-09,1,11,2.00,25.81,7.16,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,184,2001-07-03,1,11,5.00,13.00,8.04,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,184,2001-07-03,1,11,7.00,8.60,0.64,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,184,2001-07-03,1,11,10.00,6.20,0.42,,,,,,,,,,,,,,,,,,,,,,,
"BR","Brandy Lake",2001,215,2001-08-03,1,11,4.00,21.70,,,,,,,,,,,,,"U",,,,,,,,,,,
"BR","Brandy Lake",2001,215,2001-08-03,1,11,9.00,6.75,,,,,,,,,,,,,"U",,,,,,,,,,,
"IN","Indian Lake",2001,222,2001-08-10,1,11,4.00,23.07,8.18,,,,,,,,,,,,,,,,,,,,,,,
"IN","Indian Lake",2001,222,2001-08-10,1,11,9.00,7.70,0.16,,,,,,,,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,172,2001-06-21,1,11,2.00,20.20,8.86,,,,,,,,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,172,2001-06-21,1,11,5.00,15.20,1.36,,,,,,,,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,172,2001-06-21,1,11,7.00,12.50,0.03,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,6.00,15.50,4.30,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,0.00,23.18,7.85,122.50,734.27,,,8.53,,,410,16,,,,,,,"U","U",,,,,,
"LD","Little Spider Lake",2001,226,2001-08-14,1,11,6.00,20.32,0.32,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,0.00,20.60,8.35,,,,,,,,171,3,,,,,,,"U","U",,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,3.00,20.60,8.31,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,17.00,5.96,2.51,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,2.00,20.73,8.56,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,5.00,20.45,8.52,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,9.00,12.95,9.78,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,12.00,8.39,2.67,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,14.00,7.23,1.07,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,17.00,6.45,0.21,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,21.00,5.77,0.14,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,8.00,19.55,9.48,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,12.00,8.43,0.57,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,15.00,6.80,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,20.00,5.91,0.13,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,1.00,21.10,8.40,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,4.00,20.30,8.68,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,7.00,12.30,5.57,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,10.00,6.30,0.40,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,12.00,6.10,0.20,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,1.00,21.44,8.12,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,5.00,21.03,7.58,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,9.00,7.90,0.13,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,2,11,11.00,6.50,0.17,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,3.00,14.32,10.95,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,6.00,13.18,11.67,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,8.00,8.00,12.45,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,156,2001-06-05,1,11,11.00,5.44,6.88,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,11.00,6.20,5.56,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,14.00,5.30,0.63,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,18.00,5.10,0.59,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,3.00,23.32,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,6.00,23.17,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,10.00,9.16,,,,,,,,,,,,,"U",,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,13.00,6.25,,,,,,,,,,,,,"U",,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,2.00,19.90,8.88,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,5.00,13.30,0.46,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,172,2001-06-21,1,11,7.00,11.60,0.35,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,1,11,1.00,23.02,8.15,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,1,11,4.00,19.18,2.48,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,264,2001-09-21,2,11,4.00,17.07,3.50,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,1,11,1.00,8.87,10.23,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,1,11,4.00,8.78,6.50,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,2,11,2.00,8.85,9.89,,,,,,,,,,,,,,,,,,,,,,,
"SR","Spruce Lake",2001,292,2001-10-19,2,11,4.00,8.78,6.50,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,1.00,14.45,9.62,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,4.00,14.43,9.58,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,1,11,7.00,14.35,9.50,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,1.00,14.48,9.59,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,3.00,14.44,9.56,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2001,269,2001-09-26,2,11,6.00,14.42,9.49,,,,,,,,,,,,,,,,,,,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,0.00,22.60,8.10,,,,,,,,418,11,,,,,,,"U","U",,,,,,
"TW","Towanda Lake",2001,184,2001-07-03,1,11,4.00,20.50,7.80,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,1.00,20.00,9.59,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,6.00,15.70,2.50,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,2.00,27.01,7.56,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,221,2001-08-09,1,11,4.00,24.50,8.44,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2001,274,2001-10-01,1,11,1.00,14.48,9.04,,,,,,,,,,125.757,,,,,,,,,,,,,"A"
"LN","Little Rock Lake - North",2001,274,2001-10-01,2,11,7.00,13.57,6.76,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,1,11,1.00,14.37,9.26,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,1,11,4.00,14.17,8.93,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,2,11,1.00,14.38,9.25,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2001,274,2001-10-01,2,11,4.00,14.16,8.56,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,1,11,7.00,17.57,0.30,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,240,2001-08-28,2,11,1.00,22.08,8.16,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,7.00,20.58,8.37,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,1,11,6.00,20.39,8.51,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,19.00,5.97,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,10.00,6.68,0.18,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,173,2001-06-22,1,11,5.00,17.00,10.55,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,2,11,1.00,23.44,,,,,,,,,,,,,"U",,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,2,11,5.00,17.57,0.50,,,,,,,,,,,,,,,,"U","U",,,,,,
"TW","Towanda Lake",2001,220,2001-08-08,1,11,4.00,22.81,7.10,,,,,,,,,,,,,,,,,,,,,,,
"LC","Little Crooked Lake",2001,218,2001-08-06,1,11,2.00,26.50,,,,,,,,,,,,,"U",,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,5.00,20.58,8.29,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,17.00,6.43,0.12,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,7.00,13.75,1.26,,,,,,,,,,,,,,,,,,,,,,,
"PL","Pallete Lake",2001,225,2001-08-13,1,11,2.00,23.37,,,,,,,,,,,,,"U",,,,,,,,,,,
"RN","Round Lake",2001,235,2001-08-23,2,11,4.00,18.96,1.12,,,,,,,,,,,,,,,,,,,,,,,
"VC","Vandercook Lake",2001,173,2001-06-22,1,11,2.00,19.80,9.64,,,,,,,,,,,,,,,,,,,,,,,
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,17.00,6.64,11.66,,,,,,,,,,,,,,,,,,,,,,,
