site,YK_Pohjoinen,YK_ita,date,acdom,wl,toc,doc,cod_mn,tp,tn_d11,tn_d12,temp,no2_no3,ph,fe
Kelopuro,7011934,3686152,10/11/2009,59.2,254,1083,1018,22,6,320,NA,2.9,2.5,5.58,420
Kelopuro,7011934,3686152,24/11/2009,58.3,254,1083,1018,19,5,250,NA,2.8,2.5,5.24,400
Kelopuro,7011934,3686152,07/12/2009,54.5,254,1083,1018,18,4,210,NA,2.7,5,5.21,380
Pieni.Hietajarvi,7012111,3686181,16/03/2009,62.6,254,1083,1018,17,8,260,NA,2.2,2.5,5.66,790
Pieni.Hietajarvi,7012111,3686181,16/03/2009,62.6,254,1083,1018,18,11,260,NA,3.7,8,5.66,890
Valkea-Kotinen,6794148,3396198,19/05/2009,65.9,254,1083,1018,18,31,NA,490,11.1,NA,5.4,345
Valkea-Kotinen,6794148,3396198,20/07/2009,58.9,254,1083,1018,19,20,NA,510,20.5,NA,5.7,230
Valkea-Kotinen,6794148,3396198,26/10/2009,58.4,254,1083,1018,16,18,NA,460,3.4,8,5.6,330
Valkea-Kotinen,6794148,3396198,26/10/2009,58.1,254,1083,1018,16,19,NA,470,3.4,7,5.7,335
Kelopuro,7011934,3686152,13/10/2010,59.1,254,1083,1018,21,6,290,NA,4.8,10,5.98,400
Kelopuro,7011934,3686152,21/06/2010,57.4,254,1083,1018,20,5,240,NA,14.6,2.5,5.14,250
Valkea-Kotinen,6794148,3396198,01/03/2010,61,254,1083,1018,17,13,NA,570,1.9,34,5.6,305
Valkea-Kotinen,6794148,3396198,05/07/2010,58,254,1083,1018,17,21,NA,390,22.5,4.9,5.6,200
Valkea-Kotinen,6794148,3396198,08/12/2010,54.3,254,1083,1018,15,15,NA,570,4.3,18,5.5,280
Valkea-Kotinen,6794148,3396198,16/08/2010,53,254,1083,1018,16,15,NA,520,20.9,1.5,5.6,150
Valkea-Kotinen,6794148,3396198,25/10/2010,51,254,1083,1018,15,16,NA,490,2.8,42,5.8,235
Kelopuro,7011934,3686152,18/04/2011,52.4,254,1083,1018,18,7,270,NA,1.4,33,4.66,200
Pieni.Hietajarvi,7012111,3686181,14/03/2011,65.7,254,1083,1018,17,13,350,NA,3.6,120,5.9,1500
Valkea-Kotinen,6794148,3396198,15/08/2011,64.8,254,1083,1018,20,22,NA,550,10.1,2.5,5.4,655
Valkea-Kotinen,6793840,3396364,07/03/2011,61.2,254,1083,1018,18,11,NA,740,0.2,19,5.4,325
Valkea-Kotinen,6793840,3396364,01/02/2011,59.3,254,1083,1018,18,10,NA,620,0.2,34,5.4,300
Valkea-Kotinen,6794148,3396198,09/05/2011,59,254,1083,1018,16,15,NA,580,4.8,39,5.3,405
Valkea-Kotinen,6794148,3396198,06/06/2011,58.4,254,1083,1018,16,18,NA,480,9.4,2.5,5.3,420
Kelopuro,7011934,3686152,22/11/2012,56.7,254,1083,1018,18,5,NA,450,2.8,2.5,4.89,300
Kelopuro,7011934,3686152,23/05/2012,54.4,254,1083,1018,16,7,NA,240,NA,2.5,5.04,260
Pieni.Hietajarvi,7012111,3686181,14/05/2012,65.7,254,1083,1018,16,11,NA,300,4.5,30,5.74,1500
Pieni.Hietajarvi,7012111,3686181,14/05/2012,61.4,254,1083,1018,16,10,NA,290,6.1,21,5.66,1100
Pieni.Hietajarvi,7012111,3686181,14/05/2012,60.8,254,1083,1018,16,10,NA,280,7.5,19,5.66,910
Pieni.Hietajarvi,7012111,3686181,20/06/2012,60.8,254,1083,1018,16,14,NA,310,5.7,28,5.71,1400
Pieni.Hietajarvi,7012111,3686181,20/06/2012,58.3,254,1083,1018,18,12,NA,250,9.5,2.5,5.65,800
Pieni.Hietajarvi,7012111,3686181,20/06/2012,56.9,254,1083,1018,17,8,NA,280,16.5,2.5,5.65,440
Pieni.Hietajarvi,7012111,3686181,10/07/2012,55.7,254,1083,1018,16,11,NA,210,7.8,2.5,5.71,1200
Valkea-Kotinen,6794148,3396198,25/06/2012,66,254,1083,1018,19,25,NA,710,6.2,20,5.7,515
Valkea-Kotinen,6794148,3396198,14/05/2012,65.7,254,1083,1018,19,17,NA,680,5.5,48,5.2,385
Valkea-Kotinen,6794148,3396198,14/05/2012,65,254,1083,1018,19,19,NA,640,8.5,50,5.2,365
Valkea-Kotinen,6794148,3396198,25/06/2012,64,254,1083,1018,18,18,NA,480,8.8,9.4,5.9,455
Valkea-Kotinen,6794148,3396198,05/03/2012,62.7,254,1083,1018,17,15,NA,680,3.2,51,5.2,325
Valkea-Kotinen,6794148,3396198,01/10/2012,62.7,254,1083,1018,17,14,NA,470,11.2,2.5,6.4,315
Valkea-Kotinen,6794148,3396198,06/08/2012,58.5,254,1083,1018,15,15,NA,460,19.7,2.5,5.5,200
Valkea-Kotinen,6794148,3396198,25/06/2012,57.6,254,1083,1018,16,18,NA,480,15.6,2.5,6.9,260
Valkea-Kotinen,6793840,3396364,04/05/1993,62.7,254,1075,1011,20,19,490,NA,3.6,NA,4.6,340
Kelopuro,7011934,3686152,21/09/2000,66.7,254,1075,1011,21,7,260,NA,8.6,8,5.65,400
Pieni.Hietajarvi,7012111,3686181,12/08/1991,65.2,254,1067,1003,17,15,331,NA,16.4,NA,5.73,737
Valkea-Kotinen,6793840,3396364,08/05/1991,59.6,254,1067,1003,17,12,470,NA,5.3,NA,5.2,320
Kelopuro,7011934,3686152,11/10/1993,55.3,254,1067,1003,22,6,230,NA,4.2,NA,5.57,290
Musta-Kotinen,6794633,3395707,07/07/1993,68.6,254,1067,1003,18,18,390,NA,16.9,NA,5.2,450
Musta-Kotinen,6795114,3395221,09/06/1993,65.4,254,1067,1003,19,18,420,NA,8.6,NA,5,440
Valkea-Kotinen,6794148,3396198,20/12/1994,53.6,254,1067,1003,16,11,450,NA,2.7,NA,5.3,314
Algo.Stortrasket,6645704,3298062,13/07/1995,40.5,254,1067,1003,12,22,420,NA,19.1,NA,6.2,480
Kelopuro,7011934,3686152,05/10/2000,59.7,254,1067,1003,18,8,270,NA,9.4,11,5.8,362
Valkea-Kotinen,6793840,3396364,10/07/1991,69.1,254,1058,995,21,54,910,NA,16.5,NA,4.8,400
Algo.Stortrasket,6645799,3297726,16/12/1992,57.4,254,1058,995,18,11,650,NA,2.2,NA,5.3,520
Kelopuro,7011934,3686152,03/08/1993,65.7,254,1058,995,19,7,370,NA,NA,NA,5.25,350
Kelopuro,7011934,3686152,22/11/1993,53.8,254,1058,995,17,5,240,NA,1.4,NA,5.4,400
Pieni.Hietajarvi,7012111,3686181,13/12/1993,66.1,254,1058,995,16,16,310,NA,1.8,NA,5.98,1600
Kelopuro,7011934,3686152,06/11/2000,59.5,254,1058,995,19,6,280,NA,4.2,14,5.2,328
Kelopuro,7011934,3686152,23/04/2002,60.3,254,1058,995,15,6,250,NA,1.6,33,4.95,340
Kelopuro,7011934,3686152,22/10/1991,62.6,254,1050,987,20,5,245,NA,4.2,NA,4.92,322
Pieni.Hietajarvi,7012111,3686181,15/10/1991,68.7,254,1050,987,18,14,280,NA,7.2,NA,6.07,1880
Pieni.Hietajarvi,7012111,3686181,11/11/1991,68.6,254,1050,987,19,13,286,NA,2.6,NA,5.92,1690
Valkea-Kotinen,6793840,3396364,25/11/1992,62.6,254,1050,987,18,13,610,NA,3,NA,4.8,250
Kelopuro,7011934,3686152,30/08/1993,61.8,254,1050,987,19,6,250,NA,10.7,NA,5.49,350
Kelopuro,7011934,3686152,16/07/1996,64.9,254,1050,987,42,7,280,NA,13.8,NA,5.05,309
Kelopuro,7011934,3686152,11/12/1996,60.1,254,1050,987,19,4,240,NA,0.8,NA,4.62,299
Algo.Stortrasket,6645704,3298062,12/05/1993,49.8,254,1042,979,17,13,470,NA,17.2,NA,6,430
Kelopuro,7011934,3686152,17/05/1993,43.1,254,1042,979,15,10,270,NA,11.8,NA,5.1,180
Musta-Kotinen,6794633,3395707,11/08/1993,64.1,254,1042,979,19,17,340,NA,17.6,NA,4.9,450
Kelopuro,7011934,3686152,20/11/1995,62.5,254,1042,979,19,7,320,NA,2.2,NA,5.36,410
Pieni.Hietajarvi,7012111,3686181,07/12/1998,70.7,254,1042,979,19,11,310,NA,2.2,15,5.66,1400
Valkea-Kotinen,6793953,3396309,18/12/2000,50,254,1042,979,14,12,510,NA,1.3,55,5,250
Valkea-Kotinen,6793953,3396309,16/05/2000,48,254,1042,979,13,11,430,NA,10.2,1,5.2,260
Hietapuro,7012761,3687222,23/04/2003,50.6,254,1042,979,16,7,410,NA,2.9,67,5.65,210
Algo.Stortrasket,6645704,3298062,16/12/1992,57.3,254,1033,971,18,11,780,NA,2.1,NA,5.4,520
Algo.Stortrasket,6645799,3297726,25/03/1992,48.4,254,1033,971,15,14,490,NA,4.2,NA,5.8,630
Musta-Kotinen,6794633,3395707,12/08/1992,62,254,1033,971,18,17,510,NA,17.9,NA,5.1,420
Algo.Stortrasket,6645799,3297726,19/10/1993,40.1,254,1033,971,14,12,450,NA,6.2,NA,5.8,340
Kelopuro,7011934,3686152,25/10/1993,52.5,254,1033,971,17,5,200,NA,2.5,NA,5.1,310
Pieni.Hietajarvi,7012111,3686181,17/05/1993,39.1,254,1033,971,12,24,270,NA,12.9,NA,5.42,570
Algo.Stortrasket,6645704,3298062,05/05/1994,52.9,254,1033,971,15,13,490,NA,10.2,NA,5.9,716
Algo.Stortrasket,6645704,3298062,12/06/1995,45.4,254,1033,971,14,16,390,NA,19.2,NA,6.1,332
Pieni.Hietajarvi,7012111,3686181,10/01/1995,61.8,254,1033,971,18,10,250,NA,1.9,NA,5.46,857
Pieni.Hietajarvi,7012111,3686181,21/07/1998,68,254,1033,971,22,10,320,NA,18.5,5,5.18,506
Kelopuro,7011934,3686152,15/12/1999,59.9,254,1033,971,19,5,220,NA,1.5,10,5.05,428
Kelopuro,7011934,3686152,12/12/2001,49.9,254,1033,971,14,6,270,NA,2.1,13,5.5,530
Pieni.Hietajarvi,7012111,3686181,10/02/1992,56.1,254,1025,964,15,7,230,NA,1.2,NA,5.54,960
Algo.Stortrasket,6645799,3297726,05/05/1994,53,254,1025,964,14,11,480,NA,10.7,NA,5.9,727
Algo.Stortrasket,6645799,3297726,05/07/1994,41.7,254,1025,964,14,9,380,NA,22,NA,6.2,361
Valkea-Kotinen,6794148,3396198,09/06/1994,50.1,254,1025,964,15,21,430,NA,15.2,NA,5.2,213
Valkea-Kotinen,6794148,3396198,16/05/2000,48,254,1025,964,13,14,430,NA,10.9,2,5.2,270
Kelopuro,7011934,3686152,10/04/2002,56.2,254,1025,964,18,6,290,NA,0.7,29,5.3,510
Pieni.Hietajarvi,7012111,3686181,08/12/1997,68.8,254,1017,956,18,15,320,NA,3.3,20,5.81,1270
Algo.Stortrasket,6645704,3298062,11/05/1992,46.9,254,1008,948,14,12,530,NA,11.8,NA,NA,480
Algo.Stortrasket,6645799,3297726,11/05/1992,46.9,254,1008,948,14,10,460,NA,14,NA,5.7,470
Algo.Stortrasket,6645799,3297726,01/06/1994,48.1,254,1008,948,14,11,470,NA,14.4,NA,6.1,385
Pieni.Hietajarvi,7012111,3686181,21/11/1994,64.1,254,1008,948,20,11,260,NA,2,NA,5.47,916
Algo.Stortrasket,6645799,3297726,12/06/1995,44.8,254,1008,948,14,18,440,NA,20.1,NA,5.9,335
Kelopuro,7011934,3686152,17/06/1998,62.6,254,1008,948,21,7,280,NA,18.9,6,4.77,199
Kelopuro,7011934,3686152,07/08/2001,56.5,254,1008,948,20,9,360,NA,14.8,7,5.5,190
Algo.Stortrasket,6645704,3298062,07/06/1993,45.7,254,1000,940,14,18,430,NA,15.5,NA,6.2,430
Algo.Stortrasket,6645704,3298062,19/10/1993,39.1,254,1000,940,13,14,450,NA,5.8,NA,5.9,330
Valkea-Kotinen,6794148,3396198,13/10/1993,52.4,254,1000,940,15,16,450,NA,6.2,NA,5.3,370
Algo.Stortrasket,6645704,3298062,01/06/1994,48,254,1000,940,14,14,500,NA,13.8,NA,6,395
Algo.Stortrasket,6645799,3297726,04/10/1994,40.8,254,1000,940,13,14,410,NA,9.1,NA,6.1,436
Valkea-Kotinen,6793840,3396364,06/10/1994,110,254,1000,940,63,13,800,NA,5.8,NA,3.8,513
Valkea-Kotinen,6794148,3396198,10/05/1995,52.5,254,1000,940,15,27,590,NA,5.8,31,5.1,406
Valkea-Kotinen,6794148,3396198,22/03/1995,51.7,254,1000,940,13,19,550,NA,0.8,38,5.2,279
Valkea-Kotinen,6794148,3396198,05/07/1995,47.4,254,1000,940,13,16,500,NA,15.4,1,5,NA
Musta-Kotinen,6795114,3395221,16/10/1996,62.5,254,1000,940,17,13,410,NA,3.6,5,5.5,500
Valkea-Kotinen,6793840,3396364,14/08/1996,52.2,254,1000,940,14,15,440,NA,16.5,15,4.8,280
Valkea-Kotinen,6794148,3396198,12/09/1996,49,254,1000,940,14,18,450,NA,11.3,1,5.2,310
Valkea-Kotinen,6794148,3396198,11/07/1996,48.8,254,1000,940,14,13,450,NA,15,1,4.8,234
Valkea-Kotinen,6794148,3396198,14/05/1996,46.9,254,1000,940,14,34,710,NA,10.8,33,5.1,315
Valkea-Kotinen,6794148,3396198,12/06/1996,43.6,254,1000,940,12,13,430,NA,15.9,0.5,5,222
Pieni.Hietajarvi,7012111,3686181,10/02/1997,59.2,254,1000,940,19,10,280,NA,1.2,39,5.64,NA
Valkea-Kotinen,6794148,3396198,15/04/1997,54.4,254,1000,940,15,51,730,NA,2.2,55,5.1,280
Valkea-Kotinen,6794148,3396198,12/03/1997,51.8,254,1000,940,13,18,590,NA,1.8,77,5.1,290
Valkea-Kotinen,6794148,3396198,13/05/1997,49.6,254,1000,940,14,29,730,NA,8,2,5,310
Valkea-Kotinen,6793840,3396364,11/03/1998,58.1,254,1000,940,16,11,590,NA,0.2,69,4.9,295
Valkea-Kotinen,6794148,3396198,13/08/1998,52.5,254,1000,940,15,12,410,NA,16.6,0.5,5.2,260
Valkea-Kotinen,6794148,3396198,13/05/1998,47.5,254,1000,940,14,21,520,NA,9.9,15,5,294
Valkea-Kotinen,6794148,3396198,19/05/1999,59.1,254,1000,940,17,18,490,NA,12,7,5.2,329
Valkea-Kotinen,6794148,3396198,13/07/1999,48.8,254,1000,940,14,17,460,NA,21.8,2,5.3,201
Valkea-Kotinen,6793953,3396309,26/04/2000,48,254,1000,940,13,20,530,NA,4.1,44,4.9,263
Valkea-Kotinen,6793953,3396309,16/10/2001,55,254,1000,940,15,13,450,NA,8.5,9,5.3,300
Valkea-Kotinen,6794148,3396198,16/10/2001,52.7,254,1000,940,15,14,450,NA,8.8,10,5.4,300
Valkea-Kotinen,6794148,3396198,09/07/2001,52,254,1000,940,15,17,510,NA,22.1,1.5,5.3,230
Valkea-Kotinen,6793953,3396309,09/07/2001,51,254,1000,940,15,24,550,NA,23.1,1.5,5.1,210
Valkea-Kotinen,6794148,3396198,07/06/2001,50,254,1000,940,14,19,420,NA,16.3,3,5.2,250
Valkea-Kotinen,6793953,3396309,14/05/2002,56.4,254,1000,940,16,13,440,NA,14.7,9,6.4,310
Valkea-Kotinen,6793953,3396309,24/04/2002,54.3,254,1000,940,16,13,370,NA,3.4,4,4.8,230
Valkea-Kotinen,6793953,3396309,27/11/2002,53.8,254,1000,940,16,12,540,NA,0.2,4,5.4,350
Valkea-Kotinen,6794148,3396198,17/07/2002,50.3,254,1000,940,15,14,440,NA,22.1,1.5,5.5,180
Valkea-Kotinen,6793953,3396309,17/07/2002,50.1,254,1000,940,15,12,430,NA,25.2,1.5,5.4,170
Valkea-Kotinen,6794148,3396198,15/08/2002,46.6,254,1000,940,14,11,430,NA,20.7,1.5,5.6,160
Pieni.Hietajarvi,7012111,3686181,06/10/2003,58.2,254,1000,940,16,12,260,NA,9.2,7,6.3,1400
Pieni.Hietajarvi,7012111,3686181,06/10/2003,57.6,254,1000,940,16,14,300,NA,9.5,8,6.35,1300
Pieni.Hietajarvi,7012111,3686181,13/05/2003,54.2,254,1000,940,15,13,300,NA,7.5,45,5.55,900
Pieni.Hietajarvi,7012111,3686181,10/06/2003,53.3,254,1000,940,16,11,250,NA,15.1,6,5.95,540
Valkea-Kotinen,6793953,3396309,17/11/2003,57.7,254,1000,940,17,15,600,NA,2.9,31,5.5,260
Valkea-Kotinen,6794148,3396198,20/03/2003,54.3,254,1000,940,15,14,490,NA,2.3,26,5.5,260
Valkea-Kotinen,6793953,3396309,13/05/2003,50.6,254,1000,940,16,22,470,NA,10.6,2,5.3,NA
Valkea-Kotinen,6794148,3396198,20/05/2003,49.3,254,1000,940,14,17,420,NA,12.4,2,5.5,270
Valkea-Kotinen,6793953,3396309,29/09/2003,46.6,254,1000,940,13,12,440,NA,9.3,3,5.5,190
Valkea-Kotinen,6793953,3396309,14/08/2003,46,254,1000,940,15,29,480,NA,14.6,5,5.1,210
Valkea-Kotinen,6793953,3396309,17/09/2003,45.7,254,1000,940,12,11,440,NA,11,1,5.6,170
Valkea-Kotinen,6794148,3396198,16/07/2003,44.8,254,1000,940,14,17,410,NA,21.4,1,5.6,130
Valkea-Kotinen,6794148,3396198,14/08/2003,43.8,254,1000,940,13,11,490,NA,18.6,1,5.6,170
Kelopuro,7011934,3686152,25/05/2004,51.6,254,1000,940,17,8,250,NA,10.1,5,5,230
Kelopuro,7011934,3686152,14/04/2004,51.2,254,1000,940,16,6,260,NA,0.8,7,5.4,490
Kelopuro,7011934,3686152,13/05/2004,45.4,254,1000,940,17,9,240,NA,5.9,2.5,4.85,175
Pieni.Hietajarvi,7012111,3686181,08/06/2004,59.2,254,1000,940,18,13,320,NA,13.8,2.5,5.3,460
Valkea-Kotinen,6794148,3396198,16/06/2004,53.8,254,1000,940,16,19,480,NA,14.5,3,5.7,190
Valkea-Kotinen,6793953,3396309,27/04/2004,53.3,254,1000,940,15,19,470,NA,4,37,5.1,270
Kelopuro,7011934,3686152,13/04/2005,52,254,1000,940,17,7,290,NA,1.8,72,4.98,250
Pieni.Hietajarvi,7012111,3686181,08/03/2005,59.5,254,1000,940,17,9,250,NA,0.8,22,5.5,870
Valkea-Kotinen,6793953,3396309,26/04/2005,59.1,254,1000,940,16,16,420,NA,3.7,17,5.1,270
Kelopuro,7011934,3686152,01/06/2006,54,254,1000,940,17,8,260,NA,12.2,2.5,5.53,270
Kelopuro,7011934,3686152,24/01/2006,52.4,254,1000,940,17,6,260,NA,1.6,7,5.47,490
Kelopuro,7011934,3686152,20/06/2006,51.8,254,1000,940,17,10,300,NA,17.1,2.5,5.48,360
Kelopuro,7011934,3686152,19/04/2006,51.2,254,1000,940,18,12,330,NA,1.4,7,5.46,510
Kelopuro,7011934,3686152,17/05/2006,46.4,254,1000,940,15,10,270,NA,8.3,2.5,5.6,270
Pieni.Hietajarvi,7012111,3686181,14/02/2006,58.2,254,1000,940,17,10,280,NA,3.2,16,5.75,NA
Pieni.Hietajarvi,7012111,3686181,14/02/2006,57.8,254,1000,940,16,11,260,NA,3.4,18,5.73,NA
Pieni.Hietajarvi,7012111,3686181,15/03/2006,57.2,254,1000,940,16,10,280,NA,3.3,25,5.78,NA
Pieni.Hietajarvi,7012111,3686181,08/11/2006,57.1,254,1000,940,16,15,290,NA,2.7,2.5,6.17,NA
Pieni.Hietajarvi,7012111,3686181,17/05/2006,54.6,254,1000,940,13,16,420,NA,3.8,13,5.77,NA
Pieni.Hietajarvi,7012111,3686181,15/03/2006,54.2,254,1000,940,15,11,290,NA,3.7,34,5.79,NA
Pieni.Hietajarvi,7012111,3686181,12/04/2006,53.5,254,1000,940,17,8,260,NA,2.8,27,5.77,NA
Pieni.Hietajarvi,7012111,3686181,12/04/2006,53.4,254,1000,940,17,8,270,NA,0.9,32,5.76,960
Pieni.Hietajarvi,7012111,3686181,20/06/2006,51.1,254,1000,940,16,10,230,NA,22.8,2.5,5.71,380
Pieni.Hietajarvi,7012111,3686181,17/05/2006,51,254,1000,940,15,12,270,NA,8.3,5,5.81,600
Valkea-Kotinen,6793953,3396309,17/10/2006,56.1,254,1000,940,17,19,NA,540,7.9,2,5.3,230
Pieni.Hietajarvi,7012111,3686181,23/08/2007,68.9,254,1000,940,16,24,300,NA,5.8,2.5,5.7,2400
Kelopuro,7011934,3686152,11/12/2008,52.1,254,1000,940,17,4,210,NA,1.7,2.5,4.86,260
Kelopuro,7011934,3686152,12/08/2008,48.7,254,1000,940,15,7,280,NA,14.8,2.5,6.09,200
Pieni.Hietajarvi,7012111,3686181,15/09/2008,70.9,254,1000,940,16,17,310,NA,6.8,2.5,5.81,NA
Pieni.Hietajarvi,7012111,3686181,15/09/2008,57.4,254,1000,940,17,9,270,NA,9.5,2.5,6.23,820
Pieni.Hietajarvi,7012111,3686181,15/09/2008,57.3,254,1000,940,17,9,270,NA,9.5,2.5,6.2,NA
Pieni.Hietajarvi,7012111,3686181,13/02/2008,56.3,254,1000,940,17,6,230,NA,1.5,12,5.73,875
Pieni.Hietajarvi,7012111,3686181,08/04/2008,56.2,254,1000,940,17,6,310,NA,1.2,63,5.55,700
Valkea-Kotinen,6794148,3396198,28/07/2008,55,254,1000,940,14,20,NA,490,20.2,1,5.5,NA
Kelopuro,7011934,3686152,08/07/2009,49.6,254,1000,940,15,7,240,NA,14.5,2.5,5.79,230
Pieni.Hietajarvi,7012111,3686181,17/08/2009,69.6,254,1000,940,16,16,270,NA,7.6,2.5,5.94,4100
Pieni.Hietajarvi,7012111,3686181,17/08/2009,63.9,254,1000,940,15,13,280,NA,11.5,2.5,5.75,2300
Pieni.Hietajarvi,7012111,3686181,16/03/2009,60.4,254,1000,940,16,11,300,NA,4,46,5.83,1600
Valkea-Kotinen,6794148,3396198,26/10/2009,58.2,254,1000,940,16,20,NA,500,3.4,7,5.7,335
Valkea-Kotinen,6794148,3396198,11/08/2009,56.6,254,1000,940,16,20,NA,470,20.4,NA,5.8,215
Pieni.Hietajarvi,7012111,3686181,24/03/2010,61.6,254,1000,940,16,10,260,NA,3.1,7,5.9,1200
Pieni.Hietajarvi,7012111,3686181,24/03/2010,60.8,254,1000,940,17,9,250,NA,1.6,2.5,5.9,1100
Pieni.Hietajarvi,7012111,3686181,21/06/2010,50.8,254,1000,940,16,8,240,NA,15.2,2.5,6.08,380
Valkea-Kotinen,6794148,3396198,08/12/2010,51.6,254,1000,940,14,14,NA,550,4.2,16,5.5,245
Valkea-Kotinen,6794148,3396198,08/12/2010,51,254,1000,940,14,13,NA,500,3.6,15,5.5,230
Pieni.Hietajarvi,7012111,3686181,14/03/2011,61.2,254,1000,940,15,14,290,NA,3.3,64,5.98,1300
Pieni.Hietajarvi,7012111,3686181,14/03/2011,61.1,254,1000,940,15,10,270,NA,1.7,55,6.04,1300
Valkea-Kotinen,6794148,3396198,14/07/2011,59.9,254,1000,940,16,17,NA,480,12.3,2.5,5.2,510
Valkea-Kotinen,6794148,3396198,07/03/2011,58.8,254,1000,940,16,24,NA,750,4.3,58,5.4,520
Valkea-Kotinen,6794148,3396198,07/03/2011,53.7,254,1000,940,15,15,NA,640,4,87,5.3,320
Valkea-Kotinen,6794148,3396198,07/03/2011,52.7,254,1000,940,15,13,NA,530,1.7,37,5.7,225
Valkea-Kotinen,6794148,3396198,09/05/2011,52,254,1000,940,15,27,NA,480,10.6,2.5,5.4,270
Valkea-Kotinen,6794148,3396198,06/06/2011,49.9,254,1000,940,15,15,NA,470,18.1,2.5,5.5,165
Valkea-Kotinen,6794148,3396198,10/10/2011,48.9,254,1000,940,14,14,NA,480,9,2.5,5.9,265
Kelopuro,7011934,3686152,14/05/2012,48.7,254,1000,940,16,8,NA,250,9.2,2.5,4.88,180
Pieni.Hietajarvi,7012111,3686181,21/08/2012,64.4,254,1000,940,17,17,NA,250,9.3,2.5,5.79,2200
Pieni.Hietajarvi,7012111,3686181,10/07/2012,62.4,254,1000,940,17,21,NA,280,5.6,22,5.77,1900
Valkea-Kotinen,6794148,3396198,05/03/2012,52.7,254,1000,940,14,16,NA,640,1.6,55,5.4,215
Kelopuro,7011934,3686152,26/11/1991,53.4,254,992,932,18,3,193,NA,2.5,NA,4.77,265
Algo.Stortrasket,6645704,3298062,11/05/1992,46.8,254,992,932,14,19,600,NA,11.8,NA,NA,490
Algo.Stortrasket,6645799,3297726,12/05/1993,50.3,254,992,932,16,12,490,NA,19.5,NA,6,440
Algo.Stortrasket,6645704,3298062,01/07/1993,42,254,992,932,14,15,460,NA,19.5,NA,6,400
Valkea-Kotinen,6794148,3396198,06/07/1994,52.2,254,992,932,16,15,420,NA,18.7,NA,5.3,331
Valkea-Kotinen,6793953,3396309,03/05/2000,49,254,992,932,14,14,400,NA,9.3,4,5.1,280
Kelopuro,7011934,3686152,11/11/1991,56.1,254,983,924,19,4,222,NA,1.8,NA,4.9,284
Musta-Kotinen,6794633,3395707,16/10/1991,60.9,254,983,924,17,17,450,NA,8,NA,5,400
Musta-Kotinen,6795114,3395221,17/04/1991,59.3,254,983,924,19,21,500,NA,2.2,NA,4.7,290
Valkea-Kotinen,6794148,3396198,14/08/1991,48.7,254,983,924,16,29,710,NA,18.2,NA,5.8,250
Pieni.Hietajarvi,7012111,3686181,05/10/1992,61.6,254,983,924,17.7,11,274,NA,8.4,NA,5.69,1300
Pieni.Hietajarvi,7012111,3686181,11/11/1993,64.6,254,983,924,16,16,290,NA,NA,NA,6.07,1700
Pieni.Hietajarvi,7012111,3686181,10/01/1994,59.7,254,983,924,14,14,300,NA,1.3,NA,5.91,1400
Valkea-Kotinen,6794148,3396198,06/10/1994,51.1,254,983,924,15,14,430,NA,6.2,NA,5.3,312
Valkea-Kotinen,6794148,3396198,04/08/1994,50,254,983,924,16,17,440,NA,22,NA,5.4,176
Valkea-Kotinen,6794148,3396198,19/05/1994,49.7,254,983,924,16,19,450,NA,11.2,NA,5.2,282
Algo.Stortrasket,6645704,3298062,02/08/1995,37.8,254,983,924,12,13,420,NA,22.8,NA,6.3,441
Kelopuro,7011934,3686152,10/11/1998,53.2,254,983,924,18,4,230,NA,2,7,5.08,249
Pieni.Hietajarvi,7012111,3686181,23/03/1999,62.2,254,983,924,13,11,290,NA,0.7,43,5.97,1090
Pieni.Hietajarvi,7012111,3686181,14/03/2002,57.7,254,983,924,14,11,250,NA,1,66,5.85,1100
Algo.Stortrasket,6645799,3297726,13/10/1992,40.8,254,975,917,13,14,520,NA,5.5,NA,5.8,390
Algo.Stortrasket,6645704,3298062,13/10/1992,40.6,254,975,917,13,12,530,NA,5.9,NA,5.7,400
Valkea-Kotinen,6794148,3396198,12/05/1993,47.1,254,975,917,18,40,770,NA,15.2,NA,5.4,330
Algo.Stortrasket,6645704,3298062,03/08/1994,42.3,254,975,917,13,17,400,NA,24.5,NA,6.3,530
Kelopuro,7011934,3686152,27/10/1998,59.1,254,975,917,20,5,220,NA,4.2,6,4.95,245
Pieni.Hietajarvi,7012111,3686181,17/03/1998,60,254,975,917,17,11,310,NA,1.8,56,5.64,999
Kelopuro,7011934,3686152,29/11/2000,57.1,254,975,917,19,4,230,NA,2.6,12,5.2,393
Valkea-Kotinen,6793953,3396309,29/11/2000,48,254,975,917,14,12,490,NA,1.4,40,5.2,230
Kelopuro,7011934,3686152,07/05/2003,52.1,254,975,917,17,10,270,NA,4,9,4.55,160
Algo.Stortrasket,6645704,3298062,05/07/1994,42.4,254,967,909,14,10,390,NA,20.3,NA,6.2,367
Kelopuro,7011934,3686152,08/12/1997,58.8,254,967,909,19,9,330,NA,2.2,9,5.46,525
Kelopuro,7011934,3686152,19/10/2000,54.4,254,967,909,17,9,240,NA,6.3,12,5.95,353
Kelopuro,7011934,3686152,11/11/1992,58.4,254,958,901,17.8,5.81,263,NA,2.5,NA,5.08,404
Algo.Stortrasket,6645799,3297726,30/11/1994,46.1,254,958,901,15,11,510,NA,1.1,NA,6,446
Pesosjarvi,7359179,3612303,13/11/1995,48.6,254,958,901,12,1,240,NA,0.2,7,6.7,190
