cruise,station,latitude,longitude,bottomdepth,niskin,pressure,sample_id,doc,salinity,temperature,date
2,NA,68.5095,-26.0153333333333,NA,6,77,NA,NA,32.8408131788,-1.3941,2012-09-11
2,NA,68.5095,-26.0153333333333,NA,7,78,NA,NA,32.859939843928,-1.3929,2012-09-11
2,NA,68.5095,-26.0153333333333,NA,8,78,NA,NA,32.859939843928,-1.3929,2012-09-11
2,NA,68.5095,-26.0153333333333,NA,9,78,NA,NA,32.859939843928,-1.3929,2012-09-11
2,NA,68.5095,-26.0153333333333,NA,10,78,NA,NA,32.859939843928,-1.3929,2012-09-11
2,NA,68.5095,-26.0153333333333,NA,11,78,NA,NA,32.859939843928,-1.3929,2012-09-11
2,NA,68.5095,-26.0153333333333,NA,12,77,NA,NA,32.8408131788,-1.3941,2012-09-11
2,6.06,67.7888333333333,-25.7786666666667,435,1,51,NA,NA,33.219240757432,-1.3376,2012-09-11
2,6.06,67.7888333333333,-25.7786666666667,435,2,30,NA,NA,31.853036085488,1.8303,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,3,30,NA,NA,31.853036085488,1.8303,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,4,30,NA,NA,31.853036085488,1.8303,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,5,31,NA,NA,32.318885541904,0.2455,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,6,30,NA,NA,31.853036085488,1.8303,2012-09-11
2,6.06,67.7888333333333,-25.7786666666667,435,7,21,NA,NA,30.858649778048,3.5747,2012-09-11
2,6.06,67.7888333333333,-25.7786666666667,435,8,10,NA,NA,30.084770887424,3.8637,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,9,11,NA,NA,30.083669351736,3.8617,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,10,11,NA,NA,30.083669351736,3.8617,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,11,11,NA,NA,30.083669351736,3.8617,2012-09-11
2,NA,67.7888333333333,-25.7786666666667,NA,12,11,NA,NA,30.083669351736,3.8617,2012-09-11
2,6.07,67.5561666666667,-25.6618333333333,965,1,66,NA,NA,33.931433649528,-1.449,2012-09-11
2,6.07,67.5561666666667,-25.6618333333333,965,2,51,NA,NA,33.540588759504,-0.9255,2012-09-11
2,6.07,67.5561666666667,-25.6618333333333,965,3,35,NA,NA,31.752495919056,2.687,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,4,34,NA,NA,31.595977711752,2.9606,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,5,32,NA,NA,31.286546323032,3.3612,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,6,32,NA,NA,31.286546323032,3.3612,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,7,33,NA,NA,31.49193265904,3.1075,2012-09-11
2,6.07,67.5561666666667,-25.6618333333333,965,8,11,NA,NA,30.3197985474,3.935,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,9,10,NA,NA,30.320399385048,3.937,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,10,11,NA,NA,30.3197985474,3.935,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,11,11,NA,NA,30.3197985474,3.935,2012-09-11
2,NA,67.5561666666667,-25.6618333333333,NA,12,11,NA,NA,30.3197985474,3.935,2012-09-11
2,6.07,67.542,-25.668,965,8,73,NA,NA,33.99892774532,-1.3173,2012-09-11
2,NA,67.542,-25.668,NA,10,60,NA,NA,33.813969889344,-1.3802,2012-09-11
2,NA,67.542,-25.668,NA,12,36,NA,NA,32.875761901992,0.2786,2012-09-11
2,6.08,67.2538333333333,-25.5811666666667,1126,11,5,NA,NA,30.751500397488,4.0936,2012-09-11
2,NA,67.2538333333333,-25.5811666666667,NA,12,6,NA,NA,30.749798024152,4.0916,2012-09-11
2,6.08,67.2378333333333,-25.5445,1126,1,62,NA,NA,33.303558307368,-1.4562,2012-09-11
2,6.08,67.2378333333333,-25.5445,1126,2,32,NA,NA,31.44837192956,4.0035,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,3,33,NA,NA,31.730064646864,4.0906,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,4,33,NA,NA,31.730064646864,4.0906,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,5,33,NA,NA,31.730064646864,4.0906,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,6,32,NA,NA,31.44837192956,4.0035,2012-09-11
2,6.08,67.2378333333333,-25.5445,1126,7,22,NA,NA,30.77443236772,4.1396,2012-09-11
2,6.08,67.2378333333333,-25.5445,1126,8,12,NA,NA,30.728167868824,4.0901,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,9,11,NA,NA,30.726765914312,4.0979,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,10,10,NA,NA,30.725764518232,4.1037,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,11,11,NA,NA,30.726765914312,4.0979,2012-09-11
2,NA,67.2378333333333,-25.5445,NA,12,11,NA,NA,30.726765914312,4.0979,2012-09-11
2,6.09,NA,NA,10.64,1,NA,NA,NA,NA,NA,NA
2,6.09,NA,NA,10.64,1,NA,NA,NA,NA,NA,NA
2,6.09,NA,NA,10.64,1,NA,NA,NA,NA,NA,NA
2,6.09,NA,NA,10.64,1,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
2,6.09,NA,NA,10.64,9,NA,NA,NA,NA,NA,NA
